GeneID	SYMBOL	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000138061	CYP1B1	-10.8032901790532	5.65164508952662	-30.7679295268029	9.87341326755509e-11	7.38728780678472e-08	12.5327987516376
ENSG00000010438	PRSS3	-9.53795212460397	4.76897606230199	-30.6514030661013	1.02275461597362e-10	7.40540326133672e-08	12.517407895449
ENSG00000147065	MSN	-12.3645656758578	8.11084421734544	-31.1131464085025	1.1671726647271e-10	8.18698676014512e-08	12.3404657739692
ENSG00000129680	MAP7D3	-10.0149692576011	5.00748462880056	-29.7270295965806	1.3590598348437e-10	9.06127621825252e-08	12.3906746514092
ENSG00000170955	CAVIN3	-9.41152831672994	4.70576415836497	-29.6954023838396	1.37255364617565e-10	9.06127621825252e-08	12.3861879181593
ENSG00000186480	INSIG1	-9.43297444153291	4.71648722076646	-28.9315023232862	1.74803183816424e-10	1.12103778969813e-07	12.2746322108164
ENSG00000123892	RAB38	-9.16340340723101	4.5817017036155	-28.419834994632	2.06263980525728e-10	1.28605591857791e-07	12.1963504440373
ENSG00000143674	MAP3K21	-9.24340678393105	4.62170339196553	-28.0711690704088	2.31275792413559e-10	1.40303146932831e-07	12.1412876538442
ENSG00000101160	CTSZ	-8.27284090239308	7.30186497563954	-27.7644439239399	2.56070691084313e-10	1.4891147387668e-07	12.0916543095707
ENSG00000069998	HDHD5	-9.24928260801634	4.62464130400817	-27.6668188540678	2.645682395556e-10	1.4891147387668e-07	12.0756169532832
ENSG00000085491	SLC25A24	8.91727842750801	4.45863921375401	27.6006529919611	2.70504595170806e-10	1.4891147387668e-07	12.0646807156379
ENSG00000100867	DHRS2	11.7099097320065	9.32599749578034	28.3202723710461	2.75720195139862e-10	1.4891147387668e-07	11.9525474399071
ENSG00000141934	PLPP2	-10.8733540414475	5.93667702072373	-27.8844987405612	2.78636812920812e-10	1.4891147387668e-07	12.0007649067031
ENSG00000153233	PTPRR	-8.7775952132932	4.3887976066466	-27.2099452479196	3.0870605734445e-10	1.588039552078e-07	11.9989823940267
ENSG00000135272	MDFIC	-11.5454380469706	7.10320104720715	-27.9328659880771	3.12669083235078e-10	1.588039552078e-07	11.8921930788486
ENSG00000129757	CDKN1C	-8.83065657351204	4.41532828675602	-27.1195388470749	3.18372003223336e-10	1.588039552078e-07	11.9835027456462
ENSG00000232956	SNHG15	-8.74274635136541	4.3713731756827	-26.9974040860709	3.31965665947462e-10	1.61984811692538e-07	11.9624216460666
ENSG00000138119	MYOF	-6.69100048669997	9.62608433881588	-26.900988941309	3.57068548518497e-10	1.70526822128642e-07	11.9102124943307
ENSG00000091513	TF	11.6586248075767	8.90625491176101	27.4374716743979	3.68142280405705e-10	1.72152533874718e-07	11.8124202898189
ENSG00000197043	ANXA6	10.3659847981645	5.43299239908224	26.4289990851745	4.15195563470201e-10	1.86827018921361e-07	11.8378877517128
ENSG00000096088	PGC	10.5723624602524	5.53618123012618	26.5801346495449	4.16169961065136e-10	1.86827018921361e-07	11.8159285830909
ENSG00000105976	MET	-5.66039223557121	13.7652770630584	-26.698687391375	4.62940949141674e-10	2.03748481263412e-07	11.7054629963824
ENSG00000235531	MSC-AS1	-8.85152674169514	4.42576337084757	-25.9614643467284	4.7688895577738e-10	2.04822979823763e-07	11.7754961752059
ENSG00000204116	CHIC1	-8.96130574887413	4.48065287443706	-25.9206822409688	4.83877328900988e-10	2.04822979823763e-07	11.7678288908573
ENSG00000131080	EDA2R	8.50394045187396	4.25197022593698	25.869787960644	4.92757770225574e-10	2.04822979823763e-07	11.7582264869898
ENSG00000156096	UGT2B4	8.45429628749149	4.22714814374575	25.8051543886167	5.04296239177776e-10	2.05475711749031e-07	11.7459772078413
ENSG00000135750	KCNK1	-10.2482651230933	5.12413256154666	-25.6878990938302	5.29882959165999e-10	2.05475711749031e-07	11.717012826609
ENSG00000176842	IRX5	-8.6561346687505	4.32806733437525	-25.6613801594657	5.31049198677737e-10	2.05475711749031e-07	11.7185082212413
ENSG00000134363	FST	9.52222758640039	5.5111137932002	25.6195901634955	5.39116813189949e-10	2.05475711749031e-07	11.7104663038543
ENSG00000152953	STK32B	-9.69315608609045	5.09657804304523	-25.6145486058973	5.40099215592658e-10	2.05475711749031e-07	11.7094943579247
ENSG00000111716	LDHB	-9.0313160870785	4.51565804353925	-25.4923490984814	5.64526956619481e-10	2.09022848235698e-07	11.6858189279542
ENSG00000167680	SEMA6B	8.20256216333536	5.9742443557501	25.4752206353084	5.68047480280565e-10	2.09022848235698e-07	11.6824823529976
ENSG00000182718	ANXA2	-4.34516752663035	12.8928560029661	-25.4012521279029	5.83531905900146e-10	2.1125737354572e-07	11.6680222249808
ENSG00000119888	EPCAM	9.90847694710933	7.26144314617864	25.8379396771409	6.36645869196671e-10	2.26827828253785e-07	11.5333471049688
ENSG00000141540	TTYH2	-6.5880376660753	7.36395774696793	-25.1077140722402	6.4974727765561e-10	2.27878553035279e-07	11.6098072067608
ENSG00000132164	SLC6A11	8.65971033308462	4.32985516654231	25.0197401459847	6.71178465036283e-10	2.31773412710837e-07	11.5920976331237
ENSG00000172000	ZNF556	9.28382126604726	4.89191063302363	24.7514271783135	7.41518251816276e-10	2.513612731078e-07	11.5373216436136
ENSG00000107443	CCNJ	9.16382726719808	5.33191363359904	24.7199214574783	7.50298730206833e-10	2.513612731078e-07	11.5308133862998
ENSG00000188338	SLC38A3	9.22765403276873	4.86382701638437	24.6724572422745	7.63744515367193e-10	2.52103079293118e-07	11.5209778718298
ENSG00000118137	APOA1	10.1432608735546	7.56307650794284	25.2802673582677	7.76652375530894e-10	2.52648394509659e-07	11.427653120669
ENSG00000006042	TMEM98	10.0083880138643	5.00419400693215	24.6332400210671	7.91530348087366e-10	2.53809859902415e-07	11.4939301042362
ENSG00000110455	ACCS	-8.24289420659648	4.12144710329824	-24.5036806879088	8.13757607647343e-10	2.57262017764116e-07	11.4857032114137
ENSG00000144908	ALDH1L1	8.39057182979602	4.19528591489801	24.4033937899823	8.45183343407859e-10	2.634859073074e-07	11.4645182911001
ENSG00000158716	DUSP23	-8.10372464911187	4.05186232455593	-24.3031123896116	8.77953952660098e-10	2.69952800293268e-07	11.4431649781995
ENSG00000171208	NETO2	8.22227099670932	4.11113549835466	24.0576626516021	9.64249235522699e-10	2.92480247845169e-07	11.3901745017753
ENSG00000127920	GNG11	-8.8058497776026	4.4029248888013	-23.9784077818828	9.94083948809795e-10	2.97509444199796e-07	11.3728408344461
ENSG00000112319	EYA4	-7.97813229275589	3.98906614637795	-23.9057471159771	1.02233469898855e-09	2.99809241245941e-07	11.3568523654685
ENSG00000180861	LINC01559	-8.63955328607566	4.31977664303783	-23.8613777286899	1.04002136862958e-09	2.99809241245941e-07	11.347043264574
ENSG00000178467	P4HTM	-8.08493553028524	4.04246776514262	-23.8568649799477	1.04183911686641e-09	2.99809241245941e-07	11.3460436355367
ENSG00000263711	LINC02864	-8.40340179036056	4.20170089518028	-23.7835273017034	1.07187733598433e-09	3.01468624306284e-07	11.329747534844
ENSG00000164330	EBF1	-7.89416753321529	3.94708376660765	-23.767100952768	1.07873578429467e-09	3.01468624306284e-07	11.3260843066985
ENSG00000090661	CERS4	8.53913643945292	5.51956821972646	23.7435954841229	1.08863445862997e-09	3.01468624306284e-07	11.3208339423938
ENSG00000113319	RASGRF2	9.56761397024342	5.680047610302	23.9558945482419	1.12353988449632e-09	3.01468624306284e-07	11.2655379601674
ENSG00000176463	SLCO3A1	-8.85440655217536	4.67720327608768	-23.6590278208572	1.12508684470198e-09	3.01468624306284e-07	11.301861859033
ENSG00000169255	B3GALNT1	-9.26986110421292	4.63493055210646	-23.5819085449554	1.15950728103716e-09	3.01468624306284e-07	11.284447661313
ENSG00000198947	DMD	9.28088749525831	4.64044374762916	23.5168590593934	1.18944656441521e-09	3.01468624306284e-07	11.2696744103981
ENSG00000084207	GSTP1	-10.4549231806266	5.62370221549359	-24.1160917291821	1.19284221816988e-09	3.01468624306284e-07	11.1914494449679
ENSG00000169083	AR	-10.1995013515555	5.09975067577773	-23.8665918103435	1.19460707496935e-09	3.01468624306284e-07	11.2216523116616
ENSG00000167333	TRIM68	-8.43449516588394	4.21724758294197	-23.5003154651996	1.19719639670296e-09	3.01468624306284e-07	11.2659048286789
ENSG00000171747	LGALS4	-11.8625744912853	6.82752787082293	-24.1016225868445	1.19937164415768e-09	3.01468624306284e-07	11.1883736871743
ENSG00000099251	NA	7.90565841215746	3.95282920607873	23.4758166178976	1.20877555856569e-09	3.01468624306284e-07	11.2603133129216
ENSG00000115415	STAT1	10.7174600686833	5.35873003434165	23.9285396770937	1.28062263604778e-09	3.13217199015119e-07	11.1513022083534
ENSG00000101333	PLCB4	-7.87746944918693	3.93873472459347	-23.3231300735697	1.28379142428009e-09	3.13217199015119e-07	11.2252137317919
ENSG00000111058	ACSS3	10.7209605603103	5.36048028015516	23.8329260761712	1.32810637647589e-09	3.18756157819228e-07	11.1306007851409
ENSG00000112320	SOBP	8.29911825416509	4.14955912708254	23.2246538096063	1.33489614341118e-09	3.18756157819228e-07	11.2023443878808
ENSG00000158296	SLC13A3	8.92338145486172	4.46169072743086	23.1910257730407	1.3528592354477e-09	3.19645035777465e-07	11.1944928823033
ENSG00000166206	GABRB3	-7.76002168837539	3.8800108441877	-23.0988930424995	1.40345713226307e-09	3.28145820737259e-07	11.1728712837649
ENSG00000161671	EMC10	-10.3757238224191	5.18786191120954	-23.5810047331857	1.43601711527446e-09	3.31954818836972e-07	11.0919283935665
ENSG00000163817	SLC6A20	-9.42446890717452	4.71223445358726	-23.0121536801769	1.45300998206709e-09	3.31954818836972e-07	11.1523665591277
ENSG00000158874	APOA2	13.6943919079864	7.9934365791735	23.5787038413574	1.46411507907245e-09	3.31954818836972e-07	11.0747747996037
ENSG00000124615	MOCS1	7.98466910574912	3.99233455287456	22.8607433843289	1.54420788139425e-09	3.41069429756197e-07	11.1162242192216
ENSG00000171431	KRT20	-10.7130448708513	8.50346681450772	-23.4344661114275	1.54809049465669e-09	3.41069429756197e-07	11.0425858446332
ENSG00000006555	TTC22	-8.87656837922508	4.43828418961254	-22.8516209415607	1.54990117772129e-09	3.41069429756197e-07	11.114032327082
ENSG00000100360	IFT27	-7.94595082478795	3.97297541239397	-22.7733716021982	1.59970035262156e-09	3.45717973884017e-07	11.0951635873528
ENSG00000105974	CAV1	-14.4131568363372	9.26378309079258	-23.3466349154752	1.601829692771e-09	3.45717973884017e-07	11.022799268555
ENSG00000189369	GSPT2	-8.2513525684205	4.12567628421025	-22.7283310308711	1.62916496522721e-09	3.47455901232716e-07	11.0842476883342
ENSG00000170949	ZNF160	7.77247117574381	3.88623558787191	22.7107305358562	1.64084137622151e-09	3.47455901232716e-07	11.0799711146277
ENSG00000120451	SNX19	-9.06465195503879	4.53232597751939	-22.6684552950064	1.66926696602847e-09	3.47896740345044e-07	11.0696737883128
ENSG00000165905	LARGE2	8.07459890962246	4.03729945481123	22.6616084007901	1.67392176589436e-09	3.47896740345044e-07	11.0680026683312
ENSG00000165025	SYK	-8.06396248588094	4.03198124294047	-22.627617812535	1.69724330801436e-09	3.48617257073933e-07	11.0596926622697
ENSG00000065911	MTHFD2	11.9146467516569	5.95732337582844	23.1816430787416	1.70845131774626e-09	3.48617257073933e-07	10.9852449821098
ENSG00000198626	RYR2	-7.64702602438692	3.82351301219346	-22.5254194351108	1.76955367274911e-09	3.57832448094833e-07	11.0345668845923
ENSG00000115526	CHST10	8.12936239849702	4.06468119924851	22.2709735680176	1.96482664392456e-09	3.93772311156524e-07	10.971083295428
ENSG00000249917	LINC00536	-7.58930187055872	3.79465093527936	-22.1245649182015	2.08790298760316e-09	4.14735136811862e-07	10.9339446814795
ENSG00000110651	CD81	-8.67507159670997	4.83753579835499	-21.9469442890453	2.24878948709267e-09	4.42774814274404e-07	10.8882785959855
ENSG00000133104	SPART	8.83622814234807	4.41811407117404	21.8698943514171	2.3228005047552e-09	4.53370261997698e-07	10.8682582621247
ENSG00000184349	EFNA5	-8.50601531015781	4.25300765507891	-21.844621945973	2.3476590864417e-09	4.5427203322647e-07	10.8616635294045
ENSG00000176678	FOXL1	-7.66570806352782	3.83285403176391	-21.8160061742841	2.37616170524073e-09	4.55857484066952e-07	10.8541795528668
ENSG00000064042	LIMCH1	-8.88714540708573	4.94357270354286	-21.8297871564615	2.39967614029006e-09	4.56467208855514e-07	10.8436069556827
ENSG00000151376	ME3	-8.53707297130834	4.76853648565417	-21.7345459241958	2.45941479219745e-09	4.63899364921545e-07	10.8327768089643
ENSG00000185559	DLK1	9.59440718070256	4.79720359035128	21.9831122234974	2.50019265107319e-09	4.6766103538324e-07	10.7880282184362
ENSG00000182272	B4GALNT4	8.54750642972764	4.27375321486382	21.6600757100821	2.53835060868977e-09	4.70874526964054e-07	10.8130826676889
ENSG00000152749	GPR180	-7.55878526932338	3.77939263466169	-21.5767748556343	2.62997928977523e-09	4.83873074904056e-07	10.7909072007005
ENSG00000184160	ADRA2C	8.7531532774288	4.3765766387144	21.5247751329001	2.68902698041872e-09	4.9071463091446e-07	10.7769856615058
ENSG00000240875	LINC00886	-7.4443443081276	3.7221721540638	-21.4764263849963	2.74524506632357e-09	4.95301855568134e-07	10.7639869399227
ENSG00000149131	SERPING1	7.3101023151584	3.6550511575792	21.4653579519923	2.7582968879095e-09	4.95301855568134e-07	10.7610037208317
ENSG00000106327	TFR2	7.79838088424615	3.89919044212308	21.440993899091	2.78726902170386e-09	4.96532067152102e-07	10.7544272135074
ENSG00000254560	BBOX1-AS1	-7.21903983556679	3.60951991778339	-21.1514367353458	3.15859122364153e-09	5.58249910282345e-07	10.6752258834086
ENSG00000230257	NFE4	-7.80788341663216	3.90394170831608	-21.1258107057674	3.19399869813194e-09	5.60097615455231e-07	10.6681228111396
ENSG00000154822	PLCL2	-7.90874075248317	4.70437037624159	-21.1033161560863	3.22544099903573e-09	5.61226733832218e-07	10.6618750243496
ENSG00000114115	RBP1	9.26381889738928	4.63190944869464	21.2739337202859	3.27054386254578e-09	5.64697134913096e-07	10.6292661387527
ENSG00000183876	ARSI	8.29313938675105	4.14656969337553	20.9339915693545	3.4733938000785e-09	5.95143490355436e-07	10.614461589828
ENSG00000246082	NUDT16L2P	-7.29860351497693	3.64930175748847	-20.889046342674	3.54269578866466e-09	5.99318585639538e-07	10.6017614227805
ENSG00000179083	FAM133A	-9.19751430554607	4.84875715277304	-21.153923812682	3.55116153836134e-09	5.99318585639538e-07	10.5687393910408
ENSG00000006611	USH1C	-8.67153663518752	4.83576831759376	-20.9258451865389	3.58075410219612e-09	5.99505503574972e-07	10.5877940885153
ENSG00000173702	MUC13	-6.19934788504284	6.85125546215265	-20.8490287725277	3.60568666945653e-09	5.99505503574972e-07	10.5904127634256
ENSG00000110245	APOC3	8.17036455737435	4.08518227868718	20.7934179679692	3.69528636302783e-09	6.08217883293348e-07	10.574577703096
ENSG00000010278	CD9	-4.64010475621999	9.7811953840115	-20.7784653313711	3.71979552377912e-09	6.08217883293348e-07	10.5703071671887
ENSG00000131015	ULBP2	-7.38642079842173	3.69321039921086	-20.7665966729821	3.73937752358915e-09	6.08217883293348e-07	10.5669135542852
ENSG00000006747	SCIN	-8.33574996276657	5.06411560656357	-20.7498977734073	3.80245040329499e-09	6.14027350736397e-07	10.5536619964747
ENSG00000177508	IRX3	7.74633642373723	3.87316821186862	20.702590888011	3.84696247591693e-09	6.16777998103082e-07	10.5485530492792
ENSG00000133216	EPHB2	-7.73365944514709	3.86682972257355	-20.6136485480729	4.00218180724566e-09	6.37113282591746e-07	10.5228722755
ENSG00000067606	PRKCZ	9.62823805510305	5.06411902755152	21.0807609150676	4.04444299622681e-09	6.39306813333147e-07	10.4594167495885
ENSG00000278266	NA	-7.69954692226901	3.84977346113451	-20.534501146707	4.14613851464992e-09	6.50798776921902e-07	10.4998549463515
ENSG00000249628	LINC00942	-8.82132256980981	5.6606612849049	-20.9329653768941	4.23708825225586e-09	6.59367105892205e-07	10.4343763759072
ENSG00000147676	MAL2	11.0679495135546	5.53397475677731	20.9541563605296	4.27117976743925e-09	6.59367105892205e-07	10.424666172464
ENSG00000198732	SMOC1	8.5842120577298	4.2921060288649	20.4589776333748	4.2888531346459e-09	6.59367105892205e-07	10.4777456501315
ENSG00000175029	CTBP2	-8.69554104822036	6.2207337981926	-20.8698919894059	4.42987169115419e-09	6.7641428557583e-07	10.4013284174618
ENSG00000149781	FERMT3	-9.56940398595631	6.38278134867285	-20.7903803212039	4.58561292007732e-09	6.88714281598572e-07	10.3791524065661
ENSG00000240225	NA	7.20326705222336	3.60163352611168	20.2835166225283	4.64182858584211e-09	6.88714281598572e-07	10.4258236544821
ENSG00000113532	ST8SIA4	-7.03773926495083	3.51886963247542	-20.2767801703815	4.6560055641973e-09	6.88714281598572e-07	10.4238145749169
ENSG00000074416	MGLL	-8.7040330927478	6.82873919527603	-20.7487994224811	4.66946322678556e-09	6.88714281598572e-07	10.36749519254
ENSG00000021762	OSBPL5	-8.13597746191642	4.31798873095821	-20.2665456146325	4.67763597182766e-09	6.88714281598572e-07	10.4207599918342
ENSG00000012779	ALOX5	-7.95778479905114	4.22889239952557	-20.2550504531696	4.70206306195321e-09	6.88714281598572e-07	10.4173259622746
ENSG00000141485	SLC13A5	9.65543028251803	5.22395576643931	20.7216108595986	4.72520713562238e-09	6.88714281598572e-07	10.3598504043214
ENSG00000177409	SAMD9L	-7.92913401991674	3.96456700995837	-20.2257811872353	4.76489843343558e-09	6.90018775721903e-07	10.4085667955874
ENSG00000219438	TAFA5	7.63341744793661	3.8167087239683	20.1677180959861	4.89231169051042e-09	7.0286623506465e-07	10.3911252562735
ENSG00000115159	GPD2	-9.36731383449043	5.3298975424255	-20.6310568919602	4.9162433798962e-09	7.0286623506465e-07	10.3342599004082
ENSG00000221926	TRIM16	-4.48887520715651	8.63197519179302	-20.0999614314083	5.04577610560061e-09	7.14612810592276e-07	10.3706611660154
ENSG00000168621	GDNF	7.06159179187023	3.53079589593512	20.0928973046205	5.06207951903109e-09	7.14612810592276e-07	10.368520739466
ENSG00000109113	RAB34	-9.20764926162355	5.50006525599206	-20.5178449590324	5.16719896675588e-09	7.24893425048765e-07	10.3019852176398
ENSG00000060656	PTPRU	5.29064357681184	7.34057365091918	19.9974944079769	5.28805608456472e-09	7.34868109654569e-07	10.3394854017328
ENSG00000206052	DOK6	8.52012722537699	4.26006361268849	19.9904254658842	5.3052381116372e-09	7.34868109654569e-07	10.3373244639346
ENSG00000041353	RAB27B	-9.87898144193352	5.33573134614705	-20.4328544981927	5.3649117906383e-09	7.34868109654569e-07	10.2775486405281
ENSG00000145431	PDGFC	7.94720799584289	4.22360399792145	19.9643075021373	5.36925821898553e-09	7.34868109654569e-07	10.3293288685873
ENSG00000006757	PNPLA4	7.42055184910921	3.71027592455461	19.8419314194842	5.68081109506403e-09	7.7279688387762e-07	10.291623516579
ENSG00000276980	NA	7.38098399619717	3.69049199809859	19.8051187653571	5.77839815279735e-09	7.81336897214996e-07	10.2802026355025
ENSG00000154065	ANKRD29	-7.3834571549823	5.41845122639328	-19.7459470108539	5.93916013925052e-09	7.93735656934166e-07	10.2617683012849
ENSG00000198885	ITPRIPL1	7.84523266086898	3.92261633043449	19.7169437727389	6.01975706689041e-09	7.93735656934166e-07	10.2526979630781
ENSG00000176978	DPP7	-8.08005028231495	6.68058574721274	-20.166325776966	6.04126865651811e-09	7.93735656934166e-07	10.1997436969744
ENSG00000167157	PRRX2	-7.23722042798264	3.61861021399132	-19.7025462924495	6.06021417575431e-09	7.93735656934166e-07	10.2481868556338
ENSG00000186469	GNG2	-8.83862218605013	4.41931109302506	-19.89522170612	6.06663816473775e-09	7.93735656934166e-07	10.2260265248663
ENSG00000105357	MYH14	8.346315915309	4.6731579576545	19.7707034606606	6.08226557037675e-09	7.93735656934166e-07	10.2374053868981
ENSG00000254166	PCAT2	11.0864310869297	5.79321554346488	20.1148548992423	6.18246390190223e-09	8.02147888682645e-07	10.1845106081774
ENSG00000196155	PLEKHG4	7.64741625617505	3.82370812808753	19.6267267718855	6.27828367772299e-09	8.09898594426266e-07	10.2243371021236
ENSG00000106927	AMBP	7.60533421970541	9.80641289355671	19.9908043979448	6.53799925517994e-09	8.3858246446725e-07	10.1475164713095
ENSG00000025039	RRAGD	-6.1812573525897	7.03494250509283	-19.5116592616686	6.62597975336078e-09	8.45038304226909e-07	10.1878390209407
ENSG00000231991	NA	-4.61232265233994	8.67874741712634	-19.4435315596887	6.84182886826479e-09	8.67636671056901e-07	10.1660562192811
ENSG00000181007	ZFP82	6.80916231889455	3.40458115944727	19.4292910389915	6.88792156351934e-09	8.685746483975e-07	10.1614866080932
ENSG00000169297	NR0B1	-10.2852038092056	6.03884252978311	-19.8286907197233	7.03716692897064e-09	8.82437144623882e-07	10.0985658631504
ENSG00000099256	PRTFDC1	-8.17429811995563	4.33714905997782	-19.3624175974019	7.10900847121466e-09	8.8381028069545e-07	10.1399513848218
ENSG00000120784	ZFP30	7.70296294702196	3.85148147351098	19.3551608640109	7.13346711694967e-09	8.8381028069545e-07	10.1376069072003
ENSG00000228742	LINC02577	-7.16390440389988	3.58195220194994	-19.3454796729002	7.16624214054049e-09	8.8381028069545e-07	10.1344768228812
ENSG00000147853	AK3	3.86374309953087	10.1667197276202	19.3207605147253	7.25068408449267e-09	8.89338005248757e-07	10.126472662454
ENSG00000172197	MBOAT1	-7.49817298772723	3.99908649386362	-19.2805748588716	7.39031532614574e-09	8.99240254713369e-07	10.1134232979727
ENSG00000112655	PTK7	9.06492977121726	5.42870551078892	19.7036827582652	7.45089831922335e-09	8.99240254713369e-07	10.0603441428455
ENSG00000184937	WT1	6.90728674340781	3.45364337170391	19.2632002654654	7.4516032868523e-09	8.99240254713369e-07	10.107767035405
ENSG00000244694	PTCHD4	9.52634806345727	4.76317403172863	19.6860255308437	7.51147589215617e-09	9.01618116980414e-07	10.0549116480694
ENSG00000224596	ZMIZ1-AS1	7.23657387006602	3.61828693503301	19.1699161759315	7.79040406563726e-09	9.23609183886554e-07	10.0772505588885
ENSG00000272398	CD24	7.86705317253417	4.68352658626709	19.1671737254839	7.80061854265333e-09	9.23609183886554e-07	10.0763496156631
ENSG00000089127	OAS1	-4.08572097095862	9.68164121546646	-19.1563753622276	7.84098191498345e-09	9.23609183886554e-07	10.0728000497137
ENSG00000173040	EVC2	-7.26758516399505	3.63379258199752	-19.1515008316833	7.85927800598467e-09	9.23609183886554e-07	10.0711966214591
ENSG00000110852	CLEC2B	-9.19407311151671	4.59703655575836	-19.5650595171695	7.94142786185703e-09	9.28402550975223e-07	10.0174681409677
ENSG00000114638	UPK1B	-7.32716579403402	3.66358289701701	-19.0797517814111	8.13410738303867e-09	9.46000903210808e-07	10.0475157115509
ENSG00000170099	SERPINA6	10.0282749585533	5.01413747927664	19.4892042869081	8.22489315087712e-09	9.51628616827773e-07	9.99378478713981
ENSG00000112357	PEX7	-6.59498319244644	3.29749159622322	-19.0169648594164	8.38333099793259e-09	9.64985885023563e-07	10.0266695762776
ENSG00000137203	TFAP2A	-7.37836439077418	3.68918219538709	-18.9826014374802	8.523293385092e-09	9.73318903179219e-07	10.0152114539923
ENSG00000105697	HAMP	6.57562711969396	5.95325808428998	18.9779467400723	8.54244960911994e-09	9.73318903179219e-07	10.0136567192072
ENSG00000197971	MBP	-3.65451814353968	9.46298208638161	-18.8995023530377	8.87254146397377e-09	1.00067932068259e-06	9.98735876953088
ENSG00000185442	FAM174B	-6.11852337957852	6.22403768065768	-18.8994596742009	8.87272484535185e-09	1.00067932068259e-06	9.98734441204557
