GeneID	SYMBOL	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000135272	MDFIC	-11.5454380469706	7.10320104720715	-27.9328659880771	3.12669083235078e-10	1.588039552078e-07	11.8921930788486
ENSG00000129757	CDKN1C	-8.83065657351204	4.41532828675602	-27.1195388470749	3.18372003223336e-10	1.588039552078e-07	11.9835027456462
ENSG00000232956	SNHG15	-8.74274635136541	4.3713731756827	-26.9974040860709	3.31965665947462e-10	1.61984811692538e-07	11.9624216460666
ENSG00000138119	MYOF	-6.69100048669997	9.62608433881588	-26.900988941309	3.57068548518497e-10	1.70526822128642e-07	11.9102124943307
ENSG00000105976	MET	-5.66039223557121	13.7652770630584	-26.698687391375	4.62940949141674e-10	2.03748481263412e-07	11.7054629963824
ENSG00000235531	MSC-AS1	-8.85152674169514	4.42576337084757	-25.9614643467284	4.7688895577738e-10	2.04822979823763e-07	11.7754961752059
ENSG00000204116	CHIC1	-8.96130574887413	4.48065287443706	-25.9206822409688	4.83877328900988e-10	2.04822979823763e-07	11.7678288908573
ENSG00000135750	KCNK1	-10.2482651230933	5.12413256154666	-25.6878990938302	5.29882959165999e-10	2.05475711749031e-07	11.717012826609
ENSG00000176842	IRX5	-8.6561346687505	4.32806733437525	-25.6613801594657	5.31049198677737e-10	2.05475711749031e-07	11.7185082212413
ENSG00000152953	STK32B	-9.69315608609045	5.09657804304523	-25.6145486058973	5.40099215592658e-10	2.05475711749031e-07	11.7094943579247
ENSG00000111716	LDHB	-9.0313160870785	4.51565804353925	-25.4923490984814	5.64526956619481e-10	2.09022848235698e-07	11.6858189279542
ENSG00000182718	ANXA2	-4.34516752663035	12.8928560029661	-25.4012521279029	5.83531905900146e-10	2.1125737354572e-07	11.6680222249808
ENSG00000141540	TTYH2	-6.5880376660753	7.36395774696793	-25.1077140722402	6.4974727765561e-10	2.27878553035279e-07	11.6098072067608
ENSG00000110455	ACCS	-8.24289420659648	4.12144710329824	-24.5036806879088	8.13757607647343e-10	2.57262017764116e-07	11.4857032114137
ENSG00000158716	DUSP23	-8.10372464911187	4.05186232455593	-24.3031123896116	8.77953952660098e-10	2.69952800293268e-07	11.4431649781995
ENSG00000127920	GNG11	-8.8058497776026	4.4029248888013	-23.9784077818828	9.94083948809795e-10	2.97509444199796e-07	11.3728408344461
ENSG00000112319	EYA4	-7.97813229275589	3.98906614637795	-23.9057471159771	1.02233469898855e-09	2.99809241245941e-07	11.3568523654685
ENSG00000180861	LINC01559	-8.63955328607566	4.31977664303783	-23.8613777286899	1.04002136862958e-09	2.99809241245941e-07	11.347043264574
ENSG00000178467	P4HTM	-8.08493553028524	4.04246776514262	-23.8568649799477	1.04183911686641e-09	2.99809241245941e-07	11.3460436355367
ENSG00000263711	LINC02864	-8.40340179036056	4.20170089518028	-23.7835273017034	1.07187733598433e-09	3.01468624306284e-07	11.329747534844
ENSG00000164330	EBF1	-7.89416753321529	3.94708376660765	-23.767100952768	1.07873578429467e-09	3.01468624306284e-07	11.3260843066985
ENSG00000176463	SLCO3A1	-8.85440655217536	4.67720327608768	-23.6590278208572	1.12508684470198e-09	3.01468624306284e-07	11.301861859033
ENSG00000169255	B3GALNT1	-9.26986110421292	4.63493055210646	-23.5819085449554	1.15950728103716e-09	3.01468624306284e-07	11.284447661313
ENSG00000084207	GSTP1	-10.4549231806266	5.62370221549359	-24.1160917291821	1.19284221816988e-09	3.01468624306284e-07	11.1914494449679
ENSG00000169083	AR	-10.1995013515555	5.09975067577773	-23.8665918103435	1.19460707496935e-09	3.01468624306284e-07	11.2216523116616
ENSG00000167333	TRIM68	-8.43449516588394	4.21724758294197	-23.5003154651996	1.19719639670296e-09	3.01468624306284e-07	11.2659048286789
ENSG00000171747	LGALS4	-11.8625744912853	6.82752787082293	-24.1016225868445	1.19937164415768e-09	3.01468624306284e-07	11.1883736871743
ENSG00000101333	PLCB4	-7.87746944918693	3.93873472459347	-23.3231300735697	1.28379142428009e-09	3.13217199015119e-07	11.2252137317919
ENSG00000166206	GABRB3	-7.76002168837539	3.8800108441877	-23.0988930424995	1.40345713226307e-09	3.28145820737259e-07	11.1728712837649
ENSG00000161671	EMC10	-10.3757238224191	5.18786191120954	-23.5810047331857	1.43601711527446e-09	3.31954818836972e-07	11.0919283935665
ENSG00000163817	SLC6A20	-9.42446890717452	4.71223445358726	-23.0121536801769	1.45300998206709e-09	3.31954818836972e-07	11.1523665591277
ENSG00000171431	KRT20	-10.7130448708513	8.50346681450772	-23.4344661114275	1.54809049465669e-09	3.41069429756197e-07	11.0425858446332
ENSG00000006555	TTC22	-8.87656837922508	4.43828418961254	-22.8516209415607	1.54990117772129e-09	3.41069429756197e-07	11.114032327082
ENSG00000100360	IFT27	-7.94595082478795	3.97297541239397	-22.7733716021982	1.59970035262156e-09	3.45717973884017e-07	11.0951635873528
ENSG00000105974	CAV1	-14.4131568363372	9.26378309079258	-23.3466349154752	1.601829692771e-09	3.45717973884017e-07	11.022799268555
ENSG00000189369	GSPT2	-8.2513525684205	4.12567628421025	-22.7283310308711	1.62916496522721e-09	3.47455901232716e-07	11.0842476883342
ENSG00000120451	SNX19	-9.06465195503879	4.53232597751939	-22.6684552950064	1.66926696602847e-09	3.47896740345044e-07	11.0696737883128
ENSG00000165025	SYK	-8.06396248588094	4.03198124294047	-22.627617812535	1.69724330801436e-09	3.48617257073933e-07	11.0596926622697
ENSG00000198626	RYR2	-7.64702602438692	3.82351301219346	-22.5254194351108	1.76955367274911e-09	3.57832448094833e-07	11.0345668845923
ENSG00000249917	LINC00536	-7.58930187055872	3.79465093527936	-22.1245649182015	2.08790298760316e-09	4.14735136811862e-07	10.9339446814795
ENSG00000110651	CD81	-8.67507159670997	4.83753579835499	-21.9469442890453	2.24878948709267e-09	4.42774814274404e-07	10.8882785959855
ENSG00000184349	EFNA5	-8.50601531015781	4.25300765507891	-21.844621945973	2.3476590864417e-09	4.5427203322647e-07	10.8616635294045
ENSG00000176678	FOXL1	-7.66570806352782	3.83285403176391	-21.8160061742841	2.37616170524073e-09	4.55857484066952e-07	10.8541795528668
ENSG00000064042	LIMCH1	-8.88714540708573	4.94357270354286	-21.8297871564615	2.39967614029006e-09	4.56467208855514e-07	10.8436069556827
ENSG00000151376	ME3	-8.53707297130834	4.76853648565417	-21.7345459241958	2.45941479219745e-09	4.63899364921545e-07	10.8327768089643
ENSG00000152749	GPR180	-7.55878526932338	3.77939263466169	-21.5767748556343	2.62997928977523e-09	4.83873074904056e-07	10.7909072007005
ENSG00000240875	LINC00886	-7.4443443081276	3.7221721540638	-21.4764263849963	2.74524506632357e-09	4.95301855568134e-07	10.7639869399227
ENSG00000254560	BBOX1-AS1	-7.21903983556679	3.60951991778339	-21.1514367353458	3.15859122364153e-09	5.58249910282345e-07	10.6752258834086
ENSG00000230257	NFE4	-7.80788341663216	3.90394170831608	-21.1258107057674	3.19399869813194e-09	5.60097615455231e-07	10.6681228111396
ENSG00000154822	PLCL2	-7.90874075248317	4.70437037624159	-21.1033161560863	3.22544099903573e-09	5.61226733832218e-07	10.6618750243496
ENSG00000246082	NUDT16L2P	-7.29860351497693	3.64930175748847	-20.889046342674	3.54269578866466e-09	5.99318585639538e-07	10.6017614227805
ENSG00000179083	FAM133A	-9.19751430554607	4.84875715277304	-21.153923812682	3.55116153836134e-09	5.99318585639538e-07	10.5687393910408
ENSG00000006611	USH1C	-8.67153663518752	4.83576831759376	-20.9258451865389	3.58075410219612e-09	5.99505503574972e-07	10.5877940885153
ENSG00000173702	MUC13	-6.19934788504284	6.85125546215265	-20.8490287725277	3.60568666945653e-09	5.99505503574972e-07	10.5904127634256
ENSG00000010278	CD9	-4.64010475621999	9.7811953840115	-20.7784653313711	3.71979552377912e-09	6.08217883293348e-07	10.5703071671887
ENSG00000131015	ULBP2	-7.38642079842173	3.69321039921086	-20.7665966729821	3.73937752358915e-09	6.08217883293348e-07	10.5669135542852
ENSG00000006747	SCIN	-8.33574996276657	5.06411560656357	-20.7498977734073	3.80245040329499e-09	6.14027350736397e-07	10.5536619964747
ENSG00000133216	EPHB2	-7.73365944514709	3.86682972257355	-20.6136485480729	4.00218180724566e-09	6.37113282591746e-07	10.5228722755
ENSG00000278266	NA	-7.69954692226901	3.84977346113451	-20.534501146707	4.14613851464992e-09	6.50798776921902e-07	10.4998549463515
ENSG00000249628	LINC00942	-8.82132256980981	5.6606612849049	-20.9329653768941	4.23708825225586e-09	6.59367105892205e-07	10.4343763759072
ENSG00000175029	CTBP2	-8.69554104822036	6.2207337981926	-20.8698919894059	4.42987169115419e-09	6.7641428557583e-07	10.4013284174618
ENSG00000149781	FERMT3	-9.56940398595631	6.38278134867285	-20.7903803212039	4.58561292007732e-09	6.88714281598572e-07	10.3791524065661
ENSG00000113532	ST8SIA4	-7.03773926495083	3.51886963247542	-20.2767801703815	4.6560055641973e-09	6.88714281598572e-07	10.4238145749169
ENSG00000074416	MGLL	-8.7040330927478	6.82873919527603	-20.7487994224811	4.66946322678556e-09	6.88714281598572e-07	10.36749519254
ENSG00000021762	OSBPL5	-8.13597746191642	4.31798873095821	-20.2665456146325	4.67763597182766e-09	6.88714281598572e-07	10.4207599918342
ENSG00000012779	ALOX5	-7.95778479905114	4.22889239952557	-20.2550504531696	4.70206306195321e-09	6.88714281598572e-07	10.4173259622746
ENSG00000177409	SAMD9L	-7.92913401991674	3.96456700995837	-20.2257811872353	4.76489843343558e-09	6.90018775721903e-07	10.4085667955874
ENSG00000115159	GPD2	-9.36731383449043	5.3298975424255	-20.6310568919602	4.9162433798962e-09	7.0286623506465e-07	10.3342599004082
ENSG00000221926	TRIM16	-4.48887520715651	8.63197519179302	-20.0999614314083	5.04577610560061e-09	7.14612810592276e-07	10.3706611660154
ENSG00000109113	RAB34	-9.20764926162355	5.50006525599206	-20.5178449590324	5.16719896675588e-09	7.24893425048765e-07	10.3019852176398
ENSG00000041353	RAB27B	-9.87898144193352	5.33573134614705	-20.4328544981927	5.3649117906383e-09	7.34868109654569e-07	10.2775486405281
ENSG00000154065	ANKRD29	-7.3834571549823	5.41845122639328	-19.7459470108539	5.93916013925052e-09	7.93735656934166e-07	10.2617683012849
ENSG00000176978	DPP7	-8.08005028231495	6.68058574721274	-20.166325776966	6.04126865651811e-09	7.93735656934166e-07	10.1997436969744
ENSG00000167157	PRRX2	-7.23722042798264	3.61861021399132	-19.7025462924495	6.06021417575431e-09	7.93735656934166e-07	10.2481868556338
ENSG00000186469	GNG2	-8.83862218605013	4.41931109302506	-19.89522170612	6.06663816473775e-09	7.93735656934166e-07	10.2260265248663
ENSG00000025039	RRAGD	-6.1812573525897	7.03494250509283	-19.5116592616686	6.62597975336078e-09	8.45038304226909e-07	10.1878390209407
ENSG00000231991	NA	-4.61232265233994	8.67874741712634	-19.4435315596887	6.84182886826479e-09	8.67636671056901e-07	10.1660562192811
ENSG00000169297	NR0B1	-10.2852038092056	6.03884252978311	-19.8286907197233	7.03716692897064e-09	8.82437144623882e-07	10.0985658631504
ENSG00000099256	PRTFDC1	-8.17429811995563	4.33714905997782	-19.3624175974019	7.10900847121466e-09	8.8381028069545e-07	10.1399513848218
ENSG00000228742	LINC02577	-7.16390440389988	3.58195220194994	-19.3454796729002	7.16624214054049e-09	8.8381028069545e-07	10.1344768228812
ENSG00000172197	MBOAT1	-7.49817298772723	3.99908649386362	-19.2805748588716	7.39031532614574e-09	8.99240254713369e-07	10.1134232979727
ENSG00000089127	OAS1	-4.08572097095862	9.68164121546646	-19.1563753622276	7.84098191498345e-09	9.23609183886554e-07	10.0728000497137
ENSG00000173040	EVC2	-7.26758516399505	3.63379258199752	-19.1515008316833	7.85927800598467e-09	9.23609183886554e-07	10.0711966214591
ENSG00000110852	CLEC2B	-9.19407311151671	4.59703655575836	-19.5650595171695	7.94142786185703e-09	9.28402550975223e-07	10.0174681409677
ENSG00000114638	UPK1B	-7.32716579403402	3.66358289701701	-19.0797517814111	8.13410738303867e-09	9.46000903210808e-07	10.0475157115509
ENSG00000112357	PEX7	-6.59498319244644	3.29749159622322	-19.0169648594164	8.38333099793259e-09	9.64985885023563e-07	10.0266695762776
ENSG00000137203	TFAP2A	-7.37836439077418	3.68918219538709	-18.9826014374802	8.523293385092e-09	9.73318903179219e-07	10.0152114539923
ENSG00000197971	MBP	-3.65451814353968	9.46298208638161	-18.8995023530377	8.87254146397377e-09	1.00067932068259e-06	9.98735876953088
ENSG00000185442	FAM174B	-6.11852337957852	6.22403768065768	-18.8994596742009	8.87272484535185e-09	1.00067932068259e-06	9.98734441204557
ENSG00000215644	GCGR	-7.77789919282104	3.88894959641052	-18.8893397012931	8.91632647850478e-09	1.00067932068259e-06	9.98393844552146
ENSG00000071205	ARHGAP10	-5.01250880233375	7.38136130482878	-18.8258583051268	9.19529061748088e-09	1.02405973702023e-06	9.96250349448739
ENSG00000146054	TRIM7	-7.32779716626045	3.91389858313023	-18.6971312263061	9.79103945684381e-09	1.07029634849733e-06	9.91866590655226
ENSG00000198467	TPM2	-6.07030965428474	9.26442207704964	-19.1163139125171	9.79130720594503e-09	1.07029634849733e-06	9.87503556186027
ENSG00000203867	RBM20	-7.74131458572706	4.12065729286353	-18.6943963991088	9.80415011933428e-09	1.07029634849733e-06	9.91772912667367
ENSG00000108602	ALDH3A1	-9.17824382952515	10.1758412322072	-19.1080743387171	9.82945643599329e-09	1.07029634849733e-06	9.87236723593223
ENSG00000079112	CDH17	-11.4954830291724	6.14398213976651	-19.0992671862807	9.87041540314295e-09	1.07029634849733e-06	9.86951295182959
ENSG00000116711	PLA2G4A	-6.7066941640328	3.3533470820164	-18.6522787756436	1.00085278567135e-08	1.07187707398511e-06	9.90327349352433
ENSG00000139329	LUM	-9.56138096915801	5.17693110975929	-19.0368794709648	1.01660210383895e-08	1.07187707398511e-06	9.84923005073332
ENSG00000196440	ARMCX4	-6.75070378608565	3.37535189304282	-18.6193658805209	1.01715146021041e-08	1.07187707398511e-06	9.891939378948
ENSG00000169896	ITGAM	-6.4743410988751	3.23717054943755	-18.5907759319695	1.03154742449239e-08	1.07693551117005e-06	9.88206697500803
ENSG00000114405	CEP15	-6.56810655914718	3.28405327957359	-18.5515348089607	1.05167419809735e-08	1.09286477085617e-06	9.86847563433765
ENSG00000225548	LINC01980	-6.53968054004574	3.26984027002287	-18.5348070612301	1.06038534116735e-08	1.09683914137522e-06	9.86266744571565
ENSG00000170500	LONRF2	-9.01018768810229	5.50509384405115	-18.9272204483351	1.07096298570966e-08	1.10269886134124e-06	9.81330575007781
ENSG00000148143	ZNF462	-7.41232151558811	3.95616075779406	-18.3742852318291	1.14815126692059e-08	1.16087402420268e-06	9.80648837808492
ENSG00000109511	ANXA10	-10.151967721895	6.07598386094752	-18.7299831366351	1.17701656394284e-08	1.1847225916709e-06	9.74780301141503
ENSG00000000971	CFH	-10.3323287564199	5.16616437820993	-18.7161690717371	1.18486836262286e-08	1.18730157443896e-06	9.74317208106593
ENSG00000185989	RASA3	-5.48521961831797	5.89789383747765	-18.1643608944342	1.27525961616776e-08	1.24370710759046e-06	9.73179172086519
ENSG00000225932	NA	-6.38749879649253	3.19374939824626	-17.9591358466455	1.41469799567647e-08	1.33757389006351e-06	9.65739316370821
ENSG00000136542	GALNT5	-9.58846042090383	4.79423021045192	-18.3462631197284	1.41825976047008e-08	1.33757389006351e-06	9.61701568579898
ENSG00000178038	ALS2CL	-8.51640552559559	4.5082027627978	-18.2522364739679	1.46229594205631e-08	1.37333450692033e-06	9.59853530974156
ENSG00000257302	NA	-6.44069798529299	3.2203489926465	-17.8823919015635	1.47109755832049e-08	1.37584399141924e-06	9.62921642276073
ENSG00000106123	EPHB6	-10.6142278362815	5.30711391814073	-18.1142738486291	1.59036189996211e-08	1.44889603146745e-06	9.53573036151118
ENSG00000184719	RNLS	-6.65706159332629	3.32853079666315	-17.7245070595514	1.59510024509629e-08	1.44889603146745e-06	9.57063019063243
ENSG00000087077	TRIP6	-8.59979677988809	6.50173712045845	-18.104653371906	1.59798138370271e-08	1.44889603146745e-06	9.53232263282118
ENSG00000147251	DOCK11	-6.88343115311616	6.87666072900139	-18.0121531098426	1.67333769075619e-08	1.50238951226854e-06	9.49940584649241
ENSG00000144063	MALL	-9.86323914191815	4.93161957095908	-18.0034367261485	1.68063870258384e-08	1.5029329210437e-06	9.49628984147775
ENSG00000163762	TM4SF18	-9.55136774723734	5.67192449879896	-17.9803328481737	1.70016192939768e-08	1.50837291174942e-06	9.48801856614399
ENSG00000184156	KCNQ3	-7.16807038764136	3.58403519382068	-17.539690396161	1.75512662848678e-08	1.54492440403978e-06	9.50097639510239
ENSG00000231107	LINC01508	-6.57098502548491	3.28549251274246	-17.5265559157238	1.76715626857228e-08	1.54785061744829e-06	9.49598158898079
ENSG00000154165	GPR15	-6.79004913073191	3.39502456536596	-17.5102945095607	1.78217606189641e-08	1.54785061744829e-06	9.48978938933051
ENSG00000076641	PAG1	-6.65110709467843	6.86235477857477	-17.8438045545509	1.79289632038319e-08	1.54785061744829e-06	9.4528261831511
ENSG00000101000	PROCR	-5.39496973167682	7.97527387877475	-17.6377495426818	1.79293041315404e-08	1.54785061744829e-06	9.47236579027025
ENSG00000150687	PRSS23	-6.65088011367454	8.14011836687708	-17.833398465954	1.83034998434916e-08	1.57340931780555e-06	9.43500804720227
ENSG00000019505	SYT13	-7.38751603083951	5.92048066432188	-17.8196974510291	1.83673006035663e-08	1.57340931780555e-06	9.43314965158526
ENSG00000237813	NA	-7.82971847301226	3.91485923650613	-17.4772096006099	1.87292715815444e-08	1.59241374969449e-06	9.44762778722611
ENSG00000226278	PSPHP1	-6.66679541759215	3.33339770879608	-17.3188073998493	1.97005312470348e-08	1.66239896380054e-06	9.41617797029318
ENSG00000242515	UGT1A10	-8.90370454355027	4.45185227177514	-17.6777965981827	1.98035230084639e-08	1.66483100167783e-06	9.37809337190834
ENSG00000166104	NA	-6.61460465730915	3.30730232865458	-17.2877879362689	2.00249672478419e-08	1.67093091020468e-06	9.40413183831221
ENSG00000132470	ITGB4	-4.83320521697695	9.71964448466507	-17.6374068692102	2.02147608380119e-08	1.68052045100006e-06	9.36318760734402
ENSG00000115828	QPCT	-5.71577439676615	7.47459750046348	-17.4186222716151	2.03900975840223e-08	1.68884180948695e-06	9.37567687240514
ENSG00000135773	CAPN9	-8.66669924669795	5.47959024852926	-17.5916641717108	2.06919388958008e-08	1.69697810010963e-06	9.3462398579508
ENSG00000180318	ALX1	-6.17024406510654	3.08512203255327	-17.1890969578192	2.10970538739432e-08	1.72197989547102e-06	9.36557772845079
ENSG00000105388	CEACAM5	-8.00536556628382	4.00268278314191	-17.3218844045215	2.16821616175935e-08	1.75184181371866e-06	9.32860787057529
ENSG00000272602	ZNF595	-6.0684168557062	3.0342084278531	-17.1362509198769	2.16970517782138e-08	1.75184181371866e-06	9.34478932971679
ENSG00000144681	STAC	-7.29337303787988	3.89668651893994	-17.0866747435944	2.22770833977095e-08	1.78565779217399e-06	9.32519531955817
ENSG00000198682	PAPSS2	-6.94552946744193	6.61994339261653	-17.4409416652682	2.23545326383717e-08	1.78565779217399e-06	9.28989277703132
ENSG00000105835	NAMPT	-3.68709039225803	12.7063694144169	-17.2447110639759	2.27063864234139e-08	1.80094540515883e-06	9.2935987104453
ENSG00000160179	ABCG1	-5.99378863829017	2.99689431914508	-16.9901899805914	2.34556362153041e-08	1.85382116369266e-06	9.28680462569143
ENSG00000278318	ZNF229	-6.90583716489154	3.95291858244577	-16.981850950711	2.3560683176531e-08	1.85558980554531e-06	9.28347054324659
ENSG00000171310	CHST11	-7.7843677454434	4.28842449790199	-17.1444987708918	2.38592656210146e-08	1.86601071822053e-06	9.25753232399322
ENSG00000122862	SRGN	-7.82613213336792	4.55930669186425	-17.2042484766125	2.40326109651893e-08	1.87304161709944e-06	9.24557382241915
ENSG00000104369	JPH1	-7.91512257258864	4.60380191147461	-17.1919069773449	2.50444711357244e-08	1.92516506545366e-06	9.20914526896897
ENSG00000198121	LPAR1	-7.17000034320613	4.48124079678336	-16.8858717931715	2.51980173780179e-08	1.93035733128666e-06	9.23069611954993
ENSG00000266074	BAHCC1	-5.31562955057244	7.43149142097499	-16.8519181628511	2.56005968169923e-08	1.95452719780343e-06	9.21921708239616
ENSG00000213214	ARHGEF35	-6.6925290557486	3.5962645278743	-16.8003725903418	2.59803825918499e-08	1.97114271151036e-06	9.2102737057228
ENSG00000125845	BMP2	-9.55825079018194	6.2558480439931	-17.150299775108	2.59938627197303e-08	1.97114271151036e-06	9.17901282135222
ENSG00000215386	MIR99AHG	-6.0238350893316	3.0119175446658	-16.7207255412731	2.71278798514023e-08	2.03342384254742e-06	9.17775950109534
ENSG00000103528	SYT17	-6.97670618118737	3.98835309059369	-16.7041292218744	2.7373963039752e-08	2.04131552953579e-06	9.17095416512899
ENSG00000258125	NA	-6.18622200606159	3.0931110030308	-16.6877525515391	2.76192060736652e-08	2.05278377327646e-06	9.16422862807545
ENSG00000115616	SLC9A2	-8.50212982155875	5.54354616113995	-16.9774685639654	2.84657656703308e-08	2.09489369257785e-06	9.11165589565565
ENSG00000248124	NA	-6.84699297646348	4.17349648823174	-16.5541916684952	2.97122813954883e-08	2.16533074091925e-06	9.10899487195832
ENSG00000143458	GABPB2	-7.51304552886582	4.6527633896132	-16.764685928532	2.99364613155301e-08	2.16759293770448e-06	9.08427754308045
ENSG00000235427	NA	-6.37244925312249	3.18622462656124	-16.505939733268	3.05110044987121e-08	2.20209005459193e-06	9.0888712356432
ENSG00000138771	SHROOM3	-8.37231553864122	5.3323983945009	-16.8259679739333	3.08474138468633e-08	2.21214393356771e-06	9.05171931182716
ENSG00000106976	DNM1	-6.41171913377281	7.72576722005088	-16.784838346845	3.15314166182602e-08	2.2397284095363e-06	9.03530165747569
ENSG00000134590	RTL8C	-3.66390171686773	9.45351979155678	-16.4210777600762	3.19738471039264e-08	2.25687098142997e-06	9.05325917733413
ENSG00000242732	RTL5	-6.76373265941503	3.38186632970751	-16.3991252410447	3.2364745535472e-08	2.27730118585957e-06	9.04400091553918
ENSG00000157168	NRG1	-5.32351938419954	5.79515296244722	-16.382394835125	3.26661970942757e-08	2.2913295624316e-06	9.03693228464212
ENSG00000115380	EFEMP1	-6.95322231491473	3.47661115745737	-16.3633492548118	3.30131401172032e-08	2.30845153604593e-06	9.0288720399243
ENSG00000154310	TNIK	-7.13229723646122	5.93911189231303	-16.6644721924502	3.36313676706915e-08	2.34437788427435e-06	8.98689280578922
ENSG00000183853	KIRREL1	-9.4964285122512	5.14445488130589	-16.6511161662099	3.38737519032375e-08	2.35396357653272e-06	8.98148775277099
ENSG00000120669	SOHLH2	-6.63594605594769	3.31797302797385	-16.2734238704295	3.47071221767127e-08	2.38237328556114e-06	8.99062054105424
ENSG00000135838	NPL	-5.99977635322871	4.14612880179464	-16.2219995947197	3.57187866608507e-08	2.43691150574302e-06	8.96860117679456
ENSG00000160181	TFF2	-6.06459550123213	3.03229775061607	-16.1735113641446	3.67025612429109e-08	2.48172435394251e-06	8.94774160715241
ENSG00000280208	NA	-9.09658838232683	5.52501684006555	-16.5014555901627	3.67259085591281e-08	2.48172435394251e-06	8.92045856782179
ENSG00000109854	HTATIP2	-9.62427697813546	5.89262051278957	-16.4733292624309	3.72910140937145e-08	2.50609012678897e-06	8.90889349913168
ENSG00000196639	HRH1	-5.80103325398945	4.9429978773553	-16.138265848402	3.74364137249883e-08	2.50835147006295e-06	8.93251939459149
ENSG00000135903	PAX3	-6.39929718334764	3.44964859167382	-16.08048565535	3.86747387351308e-08	2.58361067157365e-06	8.90745544246655
ENSG00000089327	FXYD5	-7.01011510549322	7.51615608258622	-16.3570257717909	3.97319422991426e-08	2.63853010901348e-06	8.86074665795931
