SYMBOL	ENTREZID	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
ACKR4	51554	atypical chemokine receptor 4	-0.0581102444354152	5.01829586917764	-0.671173419502271	0.521441760655521	0.851692200980464	-5.86912325564025
ACMSD	NA	NA	0.0758232530938094	5.34953217895664	0.950766656816114	0.370184578947262	0.768841237721066	-5.64617364858221
ACO1	48	aconitase 1	0.167167265491333	10.6847680435041	0.713231404712698	0.498129590188354	0.841160602522426	-5.83799116406454
ACOD1	NA	NA	-0.0717403801612317	4.3831895193606	-0.521058857026071	0.616757700382202	0.891264081103294	-5.96067564231853
ACOT11	26027	acyl-CoA thioesterase 11	-0.0273946503778957	7.13365856910457	-0.217635066181035	0.83328582227278	0.963491360645065	-6.07838069710082
ACOT12	NA	NA	0.177365493815694	5.41341643105404	1.98736345072585	0.0829410878288878	0.491290888059236	-4.40844541253439
ACOT13	NA	NA	0.0732241304897181	10.8188129752823	0.731248508089435	0.485963091277913	0.834205103138455	-5.82674380724896
ACOT2	10965	acyl-CoA thioesterase 2	-0.337540052189576	9.24429190661025	-1.47927954510056	0.180546113311167	0.622401424524062	-5.07603513542977
ACOT4	122970	acyl-CoA thioesterase 4	0.205376463650931	6.40737617810379	1.69694643833268	0.129021339820874	0.561821950964338	-4.79984024882937
ACOT6	NA	NA	-0.0283910826874387	5.74780017912779	-0.351354999283309	0.734602548032525	0.929392568336226	-6.03803427110797
ACOT7	NA	NA	0.0778605657203829	9.23964748976417	0.819547499927662	0.436743002563406	0.810278029476809	-5.75881436003344
ACOT8	10005	acyl-CoA thioesterase 8	0.216450416072565	9.00546096885178	1.65581901663547	0.137229683394353	0.570783645701763	-4.85330122919652
ACOT9	23597	acyl-CoA thioesterase 9	0.115014390236392	10.1161901496835	1.11620453991381	0.297462759038975	0.724672904938947	-5.48599053417235
ACOX1	51	acyl-CoA oxidase 1	0.0364153573251989	9.94164167283957	0.329002643177129	0.750793399270405	0.934786079690943	-6.04606600574188
ACOX3	8310	acyl-CoA oxidase 3, pristanoyl	-0.177234899781619	8.91124071992314	-1.44017205766857	0.188634850679423	0.631293461900593	-5.12311102376866
ACOXL	55289	acyl-CoA oxidase like	-0.296864665232872	5.21029672102226	-2.08164857358646	0.0717403862922466	0.469405877336882	-4.2773169958476
ACOXL-AS1	400997	ACOXL antisense RNA 1	0.0386293590612422	5.43330509990902	0.265224066339745	0.797695563053208	0.951240743465729	-6.0661525191963
ACP1	NA	NA	0.049696921077157	10.8739323142162	0.588978632469196	0.572495402429092	0.876276371450804	-5.92185131039158
ACP3	NA	NA	0.0887389222741833	5.70612407284515	0.745594841486659	0.477726772268776	0.830232436345926	-5.81615700545422
ACP7	390928	acid phosphatase 7, tartrate resistant (putative)	-0.0757402876655124	6.34696873403694	-0.770845998240078	0.463454298687378	0.822864429658102	-5.79709473596629
ACR	49	acrosin	0.0380723066652356	6.82737186751455	0.364079887607602	0.725447634290365	0.92777718445793	-6.03323389920148
ACRBP	84519	acrosin binding protein	0.120095488908761	6.81422397799057	0.978486048520143	0.3571364369614	0.760828071575477	-5.62069031368655
ACSBG1	23205	acyl-CoA synthetase bubblegum family member 1	-0.612685853495882	7.71684638427618	-2.62448778310882	0.0330705979139331	0.382357872773906	-3.53522414691392
ACSBG2	NA	NA	0.116051242863871	5.51980345685761	1.29942853593607	0.230801762148181	0.669732599134905	-5.28788945133139
ACSF2	80221	acyl-CoA synthetase family member 2	-0.446156798099391	7.91524955879626	-1.46478357962989	0.187591609898015	0.630060023685273	-5.09393525552396
ACSL1	2180	acyl-CoA synthetase long chain family member 1	0.473513245697986	8.50985973529708	3.14346053745031	0.0141391989342989	0.31573272775515	-2.76571868778966
ACSL3	2181	acyl-CoA synthetase long chain family member 3	-0.222134029064609	10.8951386880115	-1.46264469423282	0.182568769162241	0.623882291651294	-5.0959080241333
ACSL4	NA	NA	-0.122120815256961	8.60880410216891	-1.14011153252625	0.287960761591344	0.717631197461822	-5.46130617022251
ACSL6	23305	acyl-CoA synthetase long chain family member 6	0.0160419019067205	7.80948079413222	0.126549000731031	0.902491262135469	0.978620359064345	-6.09512441203667
ACSM1	116285	acyl-CoA synthetase medium chain family member 1	0.0848547528983659	5.73619560969416	0.786515126651384	0.45474257204034	0.818718615484427	-5.78499439365915
ACSM2A	123876	acyl-CoA synthetase medium chain family member 2A	-0.104847324306872	5.26197063874572	-0.89438439204344	0.397813098530943	0.786871865825023	-5.69622341124921
ACSM2B	NA	NA	0.0311567559488916	5.37500926865771	0.366322090998658	0.723839306225731	0.926909633045122	-6.03237096106356
ACSM3	6296	acyl-CoA synthetase medium chain family member 3	-0.0316021576440351	5.05001959044614	-0.298532680304885	0.773076908033985	0.942205540404625	-6.05618753538201
ACSM5	54988	acyl-CoA synthetase medium chain family member 5	-0.0935203044472301	6.85737724395698	-0.97071737118732	0.360757873203762	0.76241970979704	-5.62788951210653
ACSM6	142827	acyl-CoA synthetase medium chain family member 6	0.0578447611645782	5.48914303514316	0.643348566046871	0.538405893747173	0.8597893035489	-5.8876633552541
ACSS1	84532	acyl-CoA synthetase short chain family member 1	-0.215077073984018	8.58777101617721	-1.42491742961463	0.192853514793962	0.633047697227793	-5.14144338022294
ACSS2	55902	acyl-CoA synthetase short chain family member 2	-0.052527841955987	9.34865619588262	-0.380477994314373	0.713719404930768	0.92204412135286	-6.02680506806091
ACSS3	79611	acyl-CoA synthetase short chain family member 3	0.301367812212839	8.87771338118005	1.25610958370847	0.247809760478473	0.685969363831189	-5.33528350328813
ACTA1	NA	NA	-0.124273219773432	8.54244641433478	-0.985472179116136	0.353903325388456	0.759646963775902	-5.6141785956103
ACTA2	59	actin alpha 2, smooth muscle	-0.199842459497045	7.64875285603157	-0.850391924484847	0.42235050826798	0.804824215188337	-5.73153465301272
ACTA2-AS1	100132116	ACTA2 antisense RNA 1	-0.0434931406005029	6.46260548791133	-0.485313673968151	0.64076041599482	0.897416894673453	-5.97933431389013
ACTB	NA	NA	-0.0279497261186608	13.3752941289329	-0.414302430751258	0.689785690901258	0.914204076249789	-6.01268621935541
ACTE1P	399923	actin epsilon 1, pseudogene	-0.300609108064109	6.3382498656849	-2.27352944220338	0.0533415715630127	0.433970348009026	-4.00646644940272
ACTG1P17	283693	actin gamma 1 pseudogene 17	-0.0510548953373291	6.72009899410356	-0.412223676100183	0.691246232956311	0.914861645467288	-6.01358708954985
ACTG2	72	actin gamma 2, smooth muscle	-0.217338153861878	6.81127753496034	-1.5297221155807	0.165483376269435	0.605962339442316	-5.01337814875517
ACTL6A	86	actin like 6A	-0.0384734990305403	9.85572484625681	-0.26351039243265	0.798968997155936	0.951240743465729	-6.06663398134298
ACTL6B	51412	actin like 6B	0.112082379859935	7.32706671788897	0.40318054523337	0.699180651243584	0.91811335568515	-6.01613989530888
ACTL7A	10881	actin like 7A	0.0519745685597569	5.92521629694533	0.431654050246188	0.677649005811059	0.909725084665012	-6.00499805150889
ACTL7B	10880	actin like 7B	0.0190127955753466	7.52095052373279	0.166560542507983	0.871942735990128	0.970572876324523	-6.08885259097972
ACTL8	81569	actin like 8	0.0123380024768235	6.45524203145574	0.115965087291585	0.910603415640839	0.981238473539259	-6.09649838159421
ACTL9	284382	actin like 9	-0.128154320854147	7.62928022249221	-1.23030968683728	0.254311668346618	0.692508401331075	-5.36496103098875
ACTMAP	284325	actin maturation protease	0.0568872556481184	8.67053995388497	0.446392674620644	0.667418207536771	0.907021505438326	-5.99823219861984
ACTN2	88	actinin alpha 2	-0.0383692466223395	7.10314214252947	-0.272160654347329	0.792547619521877	0.94953395829264	-6.06417238905119
ACTN3	89	actinin alpha 3	-0.0109381092482895	6.58552408803943	-0.0984311392977205	0.92406669934969	0.98309898536812	-6.0985115250292
ACTN4	81	actinin alpha 4	-0.0912900221077104	12.4782102716916	-0.86870952493099	0.410878987036845	0.798013711003722	-5.71820019848149
ACTR10	55860	actin related protein 10	0.435181477615208	9.92850879310192	2.92886127005146	0.0195136124707536	0.339956657633314	-3.0689045415422
ACTR1A	10121	actin related protein 1A	-0.16237492957263	10.6548770625816	-1.50378677007078	0.171911596739123	0.612169415051414	-5.04551873116042
ACTR1B	10120	actin related protein 1B	0.151236982855018	8.97796457452575	1.48207272048945	0.177464909175155	0.619080347571643	-5.07220629203426
ACTR2	NA	NA	-0.104809048110543	12.0974846215376	-1.36217592413911	0.211088232448013	0.652032781947308	-5.21566412871227
ACTR3BP2	NA	NA	0.0950377899264296	3.256244442203	1.37090323946465	0.208465025876388	0.648522112731306	-5.20545673144471
ACTR3BP5	NA	NA	0.284711076972749	3.32299026411365	3.94429314603717	0.00446969377817559	0.265299695279976	-1.6844213425699
ACTR3C	653857	actin related protein 3C	-0.423003864944825	4.98094349181966	-1.80357540929084	0.114993421868629	0.54416844263514	-4.66833420996286
ACTR5	79913	actin related protein 5	0.149196529060554	8.39482270761927	1.0766407251786	0.313737851183458	0.734684516706492	-5.52601900117056
ACTR6	64431	actin related protein 6	0.0466961455643325	7.64238391292264	0.348807069174413	0.736441173629153	0.929871782258147	-6.03897561705507
