ENSEMBL_ID	SYMBOL	ENTREZID	GENENAME
ENSG00000136280	CCM2	83605	CCM2 scaffold protein
ENSG00000136295	TTYH3	80727	tweety family member 3
ENSG00000136305	CIDEB	27141	cell death inducing DFFA like effector b
ENSG00000136319	TTC5	91875	tetratricopeptide repeat domain 5
ENSG00000136371	MTHFS	10588	methenyltetrahydrofolate synthetase
ENSG00000136378	ADAMTS7	11173	ADAM metallopeptidase with thrombospondin type 1 motif 7
ENSG00000136379	ABHD17C	58489	abhydrolase domain containing 17C, depalmitoylase
ENSG00000136381	IREB2	3658	iron responsive element binding protein 2
ENSG00000136404	TM6SF1	53346	transmembrane 6 superfamily member 1
ENSG00000136425	CIB2	10518	calcium and integrin binding family member 2
ENSG00000136436	CALCOCO2	10241	calcium binding and coiled-coil domain 2
ENSG00000136444	RSAD1	55316	radical S-adenosyl methionine domain containing 1
ENSG00000136448	NMT1	4836	N-myristoyltransferase 1
ENSG00000136449	MYCBPAP	84073	MYCBP associated protein
ENSG00000136450	SRSF1	6426	serine and arginine rich splicing factor 1
ENSG00000136451	VEZF1	7716	vascular endothelial zinc finger 1
ENSG00000136463	TACO1	51204	translational activator of cytochrome c oxidase I
ENSG00000136478	TEX2	55852	testis expressed 2
ENSG00000136485	DCAF7	10238	DDB1 and CUL4 associated factor 7
ENSG00000136490	LIMD2	80774	LIM domain containing 2
ENSG00000136492	BRIP1	83990	BRCA1 interacting helicase 1
ENSG00000136504	KAT7	11143	lysine acetyltransferase 7
ENSG00000136518	ACTL6A	86	actin like 6A
ENSG00000136521	NDUFB5	4711	NADH:ubiquinone oxidoreductase subunit B5
ENSG00000136522	MRPL47	57129	mitochondrial ribosomal protein L47
ENSG00000136527	TRA2B	6434	transformer 2 beta homolog
ENSG00000136536	MARCHF7	64844	membrane associated ring-CH-type finger 7
ENSG00000136542	GALNT5	11227	polypeptide N-acetylgalactosaminyltransferase 5
ENSG00000136560	TANK	10010	TRAF family member associated NFKB activator
ENSG00000136574	GATA4	2626	GATA binding protein 4
ENSG00000136603	SKIL	6498	SKI like proto-oncogene
ENSG00000136628	EPRS1	2058	glutamyl-prolyl-tRNA synthetase 1
ENSG00000136630	HLX	3142	H2.0 like homeobox
ENSG00000136631	VPS45	11311	vacuolar protein sorting 45 homolog
ENSG00000136636	KCTD3	51133	potassium channel tetramerization domain containing 3
ENSG00000136643	RPS6KC1	26750	ribosomal protein S6 kinase C1
ENSG00000136682	ZNG1B	150472	Zn regulated GTPase metalloprotein activator 1B
ENSG00000136699	SMPD4	55627	sphingomyelin phosphodiesterase 4
ENSG00000136709	WDR33	55339	WD repeat domain 33
ENSG00000136710	CCDC115	84317	coiled-coil domain containing 115
ENSG00000136715	SAP130	79595	Sin3A associated protein 130
ENSG00000136717	BIN1	274	bridging integrator 1
ENSG00000136718	IMP4	92856	IMP U3 small nucleolar ribonucleoprotein 4
ENSG00000136720	HS6ST1	9394	heparan sulfate 6-O-sulfotransferase 1
ENSG00000136731	UGGT1	56886	UDP-glucose glycoprotein glucosyltransferase 1
ENSG00000136738	STAM	8027	signal transducing adaptor molecule
ENSG00000136754	ABI1	10006	abl interactor 1
ENSG00000136758	YME1L1	10730	YME1 like 1 ATPase
ENSG00000136770	DNAJC1	64215	DnaJ heat shock protein family (Hsp40) member C1
ENSG00000136783	NIPSNAP3A	25934	nipsnap homolog 3A
ENSG00000136802	LRRC8A	56262	leucine rich repeat containing 8 VRAC subunit A
ENSG00000136807	CDK9	1025	cyclin dependent kinase 9
ENSG00000136810	TXN	7295	thioredoxin
ENSG00000136811	ODF2	4957	outer dense fiber of sperm tails 2
ENSG00000136813	ECPAS	23392	Ecm29 proteasome adaptor and scaffold
ENSG00000136816	TOR1B	27348	torsin family 1 member B
ENSG00000136819	C9orf78	51759	chromosome 9 open reading frame 78
ENSG00000136824	SMC2	10592	structural maintenance of chromosomes 2
ENSG00000136826	KLF4	9314	KLF transcription factor 4
ENSG00000136827	TOR1A	1861	torsin family 1 member A
ENSG00000136828	RALGPS1	9649	Ral GEF with PH domain and SH3 binding motif 1
ENSG00000136830	NIBAN2	64855	niban apoptosis regulator 2
ENSG00000136840	ST6GALNAC4	27090	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
ENSG00000136842	TMOD1	7111	tropomodulin 1
ENSG00000136848	DAB2IP	153090	DAB2 interacting protein
ENSG00000136854	STXBP1	6812	syntaxin binding protein 1
ENSG00000136856	SLC2A8	29988	solute carrier family 2 member 8
ENSG00000136861	CDK5RAP2	55755	CDK5 regulatory subunit associated protein 2
ENSG00000136866	ZFP37	7539	ZFP37 zinc finger protein
ENSG00000136868	SLC31A1	1317	solute carrier family 31 member 1
ENSG00000136870	ZNF189	7743	zinc finger protein 189
ENSG00000136874	STX17	55014	syntaxin 17
ENSG00000136875	PRPF4	9128	pre-mRNA processing factor 4
ENSG00000136877	FPGS	2356	folylpolyglutamate synthase
ENSG00000136878	USP20	10868	ubiquitin specific peptidase 20
ENSG00000136881	BAAT	570	bile acid-CoA:amino acid N-acyltransferase
ENSG00000136883	KIF12	113220	kinesin family member 12
ENSG00000136888	ATP6V1G1	9550	ATPase H+ transporting V1 subunit G1
ENSG00000136891	TEX10	54881	testis expressed 10
ENSG00000136895	GARNL3	84253	GTPase activating Rap/RanGAP domain like 3
ENSG00000136897	MRPL50	54534	mitochondrial ribosomal protein L50
ENSG00000136908	DPM2	8818	dolichyl-phosphate mannosyltransferase subunit 2, regulatory
ENSG00000136925	TSTD2	158427	thiosulfate sulfurtransferase like domain containing 2
ENSG00000136930	PSMB7	5695	proteasome 20S subunit beta 7
ENSG00000136932	TRMO	51531	tRNA methyltransferase O
ENSG00000136933	RABEPK	10244	Rab9 effector protein with kelch motifs
ENSG00000136935	GOLGA1	2800	golgin A1
ENSG00000136936	XPA	7507	XPA, DNA damage recognition and repair factor
ENSG00000136937	NCBP1	4686	nuclear cap binding protein subunit 1
ENSG00000136938	ANP32B	10541	acidic nuclear phosphoprotein 32 family member B
ENSG00000136940	PDCL	5082	phosducin like
ENSG00000136942	RPL35	11224	ribosomal protein L35
ENSG00000136943	CTSV	1515	cathepsin V
ENSG00000136944	LMX1B	4010	LIM homeobox transcription factor 1 beta
ENSG00000136950	ARPC5L	81873	actin related protein 2/3 complex subunit 5 like
ENSG00000136982	DSCC1	79075	DNA replication and sister chromatid cohesion 1
ENSG00000136986	DERL1	79139	derlin 1
ENSG00000136997	MYC	4609	MYC proto-oncogene, bHLH transcription factor
ENSG00000136999	CCN3	4856	cellular communication network factor 3
ENSG00000137033	IL33	90865	interleukin 33
ENSG00000137038	DMAC1	90871	distal membrane arm assembly component 1
ENSG00000137040	RANBP6	26953	RAN binding protein 6
ENSG00000137054	POLR1E	64425	RNA polymerase I subunit E
ENSG00000137055	PLAA	9373	phospholipase A2 activating protein
ENSG00000137070	IL11RA	3590	interleukin 11 receptor subunit alpha
ENSG00000137073	UBAP2	55833	ubiquitin associated protein 2
ENSG00000137074	APTX	54840	aprataxin
ENSG00000137075	RNF38	152006	ring finger protein 38
ENSG00000137076	TLN1	7094	talin 1
ENSG00000137094	DNAJB5	25822	DnaJ heat shock protein family (Hsp40) member B5
ENSG00000137100	DCTN3	11258	dynactin subunit 3
ENSG00000137103	TMEM8B	51754	transmembrane protein 8B
ENSG00000137106	GRHPR	9380	glyoxylate and hydroxypyruvate reductase
ENSG00000137124	ALDH1B1	219	aldehyde dehydrogenase 1 family member B1
ENSG00000137133	HINT2	84681	histidine triad nucleotide binding protein 2
ENSG00000137135	ARHGEF39	84904	Rho guanine nucleotide exchange factor 39
ENSG00000137142	IGFBPL1	347252	insulin like growth factor binding protein like 1
ENSG00000137145	DENND4C	55667	DENN domain containing 4C
ENSG00000137154	RPS6	6194	ribosomal protein S6
ENSG00000137161	CNPY3	10695	canopy FGF signaling regulator 3
ENSG00000137166	FOXP4	116113	forkhead box P4
ENSG00000137168	PPIL1	51645	peptidylprolyl isomerase like 1
ENSG00000137171	KLC4	89953	kinesin light chain 4
ENSG00000137177	KIF13A	63971	kinesin family member 13A
ENSG00000137185	ZSCAN9	7746	zinc finger and SCAN domain containing 9
ENSG00000137193	PIM1	5292	Pim-1 proto-oncogene, serine/threonine kinase
ENSG00000137200	CMTR1	23070	cap methyltransferase 1
ENSG00000137203	TFAP2A	7020	transcription factor AP-2 alpha
ENSG00000137207	YIPF3	25844	Yip1 domain family member 3
ENSG00000137210	TMEM14B	81853	transmembrane protein 14B
ENSG00000137216	TMEM63B	55362	transmembrane protein 63B
ENSG00000137218	FRS3	10817	fibroblast growth factor receptor substrate 3
ENSG00000137221	TJAP1	93643	tight junction associated protein 1
ENSG00000137261	KIAA0319	9856	KIAA0319
ENSG00000137266	SLC22A23	63027	solute carrier family 22 member 23
ENSG00000137267	TUBB2A	7280	tubulin beta 2A class IIa
ENSG00000137269	LRRC1	55227	leucine rich repeat containing 1
ENSG00000137273	FOXF2	2295	forkhead box F2
ENSG00000137274	BPHL	670	biphenyl hydrolase like
ENSG00000137275	RIPK1	8737	receptor interacting serine/threonine kinase 1
ENSG00000137285	TUBB2B	347733	tubulin beta 2B class IIb
ENSG00000137288	UQCC2	84300	ubiquinol-cytochrome c reductase complex assembly factor 2
ENSG00000137309	HMGA1	3159	high mobility group AT-hook 1
ENSG00000137310	TCF19	6941	transcription factor 19
ENSG00000137312	FLOT1	10211	flotillin 1
ENSG00000137331	IER3	8870	immediate early response 3
ENSG00000137337	MDC1	9656	mediator of DNA damage checkpoint 1
ENSG00000137338	PGBD1	84547	piggyBac transposable element derived 1
ENSG00000137343	ATAT1	79969	alpha tubulin acetyltransferase 1
ENSG00000137364	TPMT	7172	thiopurine S-methyltransferase
ENSG00000137404	NRM	11270	nurim
ENSG00000137409	MTCH1	23787	mitochondrial carrier 1
ENSG00000137411	VARS2	57176	valyl-tRNA synthetase 2, mitochondrial
ENSG00000137413	TAF8	129685	TATA-box binding protein associated factor 8
ENSG00000137414	FAM8A1	51439	family with sequence similarity 8 member A1
ENSG00000137434	C6orf52	347744	chromosome 6 open reading frame 52
ENSG00000137440	FGFBP1	9982	fibroblast growth factor binding protein 1
ENSG00000137449	CPEB2	132864	cytoplasmic polyadenylation element binding protein 2
ENSG00000137463	MGARP	84709	mitochondria localized glutamic acid rich protein
ENSG00000137474	MYO7A	4647	myosin VIIA
ENSG00000137478	FCHSD2	9873	FCH and double SH3 domains 2
ENSG00000137486	ARRB1	408	arrestin beta 1
ENSG00000137491	SLCO2B1	11309	solute carrier organic anion transporter family member 2B1
ENSG00000137492	THAP12	5612	THAP domain containing 12
ENSG00000137494	ANKRD42	338699	ankyrin repeat domain 42
ENSG00000137496	IL18BP	10068	interleukin 18 binding protein
ENSG00000137497	NUMA1	4926	nuclear mitotic apparatus protein 1
ENSG00000137500	CCDC90B	60492	coiled-coil domain containing 90B
ENSG00000137501	SYTL2	54843	synaptotagmin like 2
ENSG00000137502	RAB30	27314	RAB30, member RAS oncogene family
ENSG00000137504	CREBZF	58487	CREB/ATF bZIP transcription factor
ENSG00000137507	LRRC32	2615	leucine rich repeat containing 32
ENSG00000137509	PRCP	5547	prolylcarboxypeptidase
ENSG00000137513	NARS2	79731	asparaginyl-tRNA synthetase 2, mitochondrial
ENSG00000137522	RNF121	55298	ring finger protein 121
ENSG00000137547	MRPL15	29088	mitochondrial ribosomal protein L15
ENSG00000137563	GGH	8836	gamma-glutamyl hydrolase
ENSG00000137574	TGS1	96764	trimethylguanosine synthase 1
ENSG00000137575	SDCBP	6386	syndecan binding protein
ENSG00000137601	NEK1	4750	NIMA related kinase 1
ENSG00000137628	DDX60	55601	DExD/H-box helicase 60
ENSG00000137642	SORL1	6653	sortilin related receptor 1
ENSG00000137656	BUD13	84811	BUD13 homolog
ENSG00000137673	MMP7	4316	matrix metallopeptidase 7
ENSG00000137691	CFAP300	85016	cilia and flagella associated protein 300
ENSG00000137692	DCUN1D5	84259	defective in cullin neddylation 1 domain containing 5
ENSG00000137693	YAP1	10413	Yes1 associated transcriptional regulator
ENSG00000137700	SLC37A4	2542	solute carrier family 37 member 4
ENSG00000137710	RDX	5962	radixin
ENSG00000137713	PPP2R1B	5519	protein phosphatase 2 scaffold subunit Abeta
ENSG00000137714	FDX1	2230	ferredoxin 1
ENSG00000137720	CFAP68	64776	cilia and flagella associated protein 68
ENSG00000137731	FXYD2	486	FXYD domain containing ion transport regulator 2
ENSG00000137752	CASP1	834	caspase 1
ENSG00000137760	ALKBH8	91801	alkB homolog 8, tRNA methyltransferase
ENSG00000137764	MAP2K5	5607	mitogen-activated protein kinase kinase 5
ENSG00000137767	SQOR	58472	sulfide quinone oxidoreductase
ENSG00000137770	CTDSPL2	51496	CTD small phosphatase like 2
ENSG00000137776	SLTM	79811	SAFB like transcription modulator
ENSG00000137801	THBS1	7057	thrombospondin 1
ENSG00000137802	MAPKBP1	23005	mitogen-activated protein kinase binding protein 1
ENSG00000137804	NUSAP1	51203	nucleolar and spindle associated protein 1
ENSG00000137806	NDUFAF1	51103	NADH:ubiquinone oxidoreductase complex assembly factor 1
ENSG00000137807	KIF23	9493	kinesin family member 23
ENSG00000137812	KNL1	57082	kinetochore scaffold 1
ENSG00000137814	HAUS2	55142	HAUS augmin like complex subunit 2
ENSG00000137815	RTF1	23168	RTF1 homolog, Paf1/RNA polymerase II complex component
ENSG00000137817	PARP6	56965	poly(ADP-ribose) polymerase family member 6
ENSG00000137818	RPLP1	6176	ribosomal protein lateral stalk subunit P1
ENSG00000137819	PAQR5	54852	progestin and adipoQ receptor family member 5
ENSG00000137821	LRRC49	54839	leucine rich repeat containing 49
ENSG00000137822	TUBGCP4	27229	tubulin gamma complex component 4
ENSG00000137824	RMDN3	55177	regulator of microtubule dynamics 3
ENSG00000137825	ITPKA	3706	inositol-trisphosphate 3-kinase A
ENSG00000137831	UACA	55075	uveal autoantigen with coiled-coil domains and ankyrin repeats
ENSG00000137834	SMAD6	4091	SMAD family member 6
ENSG00000137842	TMEM62	80021	transmembrane protein 62
ENSG00000137845	ADAM10	102	ADAM metallopeptidase domain 10
ENSG00000137868	STRA6	64220	signaling receptor and transporter of retinol STRA6
ENSG00000137871	ZNF280D	54816	zinc finger protein 280D
ENSG00000137876	RSL24D1	51187	ribosomal L24 domain containing 1
ENSG00000137878	GCOM1	145781	GCOM1, MYZAP-POLR2M combined locus
ENSG00000137880	GCHFR	2644	GTP cyclohydrolase I feedback regulator
ENSG00000137936	BCAR3	8412	BCAR3 adaptor protein, NSP family member
ENSG00000137941	TTLL7	79739	tubulin tyrosine ligase like 7
ENSG00000137942	FNBP1L	54874	formin binding protein 1 like
ENSG00000137944	KYAT3	56267	kynurenine aminotransferase 3
ENSG00000137947	GTF2B	2959	general transcription factor IIB
ENSG00000137955	RABGGTB	5876	Rab geranylgeranyltransferase subunit beta
ENSG00000137962	ARHGAP29	9411	Rho GTPase activating protein 29
ENSG00000137965	IFI44	10561	interferon induced protein 44
ENSG00000137970	RPL7P9	653702	ribosomal protein L7 pseudogene 9
ENSG00000137992	DBT	1629	dihydrolipoamide branched chain transacylase E2
ENSG00000137996	RTCA	8634	RNA 3'-terminal phosphate cyclase
ENSG00000138002	IFT172	26160	intraflagellar transport 172
ENSG00000138018	SELENOI	85465	selenoprotein I
ENSG00000138028	CGREF1	10669	cell growth regulator with EF-hand domain 1
ENSG00000138029	HADHB	3032	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
ENSG00000138030	KHK	3795	ketohexokinase
ENSG00000138031	ADCY3	109	adenylate cyclase 3
ENSG00000138032	PPM1B	5495	protein phosphatase, Mg2+/Mn2+ dependent 1B
ENSG00000138035	PNPT1	87178	polyribonucleotide nucleotidyltransferase 1
ENSG00000138036	DYNC2LI1	51626	dynein cytoplasmic 2 light intermediate chain 1
ENSG00000138050	THUMPD2	80745	THUMP domain containing 2
ENSG00000138061	CYP1B1	1545	cytochrome P450 family 1 subfamily B member 1
ENSG00000138069	RAB1A	5861	RAB1A, member RAS oncogene family
ENSG00000138071	ACTR2	10097	actin related protein 2
ENSG00000138073	PREB	10113	prolactin regulatory element binding
ENSG00000138074	SLC5A6	8884	solute carrier family 5 member 6
ENSG00000138078	PREPL	9581	prolyl endopeptidase like
ENSG00000138079	SLC3A1	6519	solute carrier family 3 member 1
ENSG00000138081	FBXO11	80204	F-box protein 11
ENSG00000138085	ATRAID	51374	all-trans retinoic acid induced differentiation factor
ENSG00000138092	CENPO	79172	centromere protein O
ENSG00000138095	LRPPRC	10128	leucine rich pentatricopeptide repeat containing
ENSG00000138101	DTNB	1838	dystrobrevin beta
ENSG00000138107	ACTR1A	10121	actin related protein 1A
ENSG00000138111	MFSD13A	79847	major facilitator superfamily domain containing 13A
ENSG00000138119	MYOF	26509	myoferlin
ENSG00000138131	LOXL4	84171	lysyl oxidase like 4
ENSG00000138134	STAMBPL1	57559	STAM binding protein like 1
ENSG00000138138	ATAD1	84896	ATPase family AAA domain containing 1
ENSG00000138160	KIF11	3832	kinesin family member 11
ENSG00000138162	TACC2	10579	transforming acidic coiled-coil containing protein 2
ENSG00000138166	DUSP5	1847	dual specificity phosphatase 5
ENSG00000138175	ARL3	403	ADP ribosylation factor like GTPase 3
ENSG00000138180	CEP55	55165	centrosomal protein 55
ENSG00000138182	KIF20B	9585	kinesin family member 20B
ENSG00000138190	EXOC6	54536	exocyst complex component 6
ENSG00000138193	PLCE1	51196	phospholipase C epsilon 1
ENSG00000138207	RBP4	5950	retinol binding protein 4
ENSG00000138231	DBR1	51163	debranching RNA lariats 1
ENSG00000138246	DNAJC13	23317	DnaJ heat shock protein family (Hsp40) member C13
ENSG00000138279	ANXA7	310	annexin A7
ENSG00000138286	FAM149B1	317662	family with sequence similarity 149 member B1
ENSG00000138303	ASCC1	51008	activating signal cointegrator 1 complex subunit 1
ENSG00000138326	RPS24	6229	ribosomal protein S24
ENSG00000138346	DNA2	1763	DNA replication helicase/nuclease 2
ENSG00000138347	MYPN	84665	myopalladin
ENSG00000138356	AOX1	316	aldehyde oxidase 1
ENSG00000138363	ATIC	471	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
ENSG00000138375	SMARCAL1	50485	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1
ENSG00000138376	BARD1	580	BRCA1 associated RING domain 1
ENSG00000138378	STAT4	6775	signal transducer and activator of transcription 4
ENSG00000138380	CARF	79800	calcium responsive transcription factor
ENSG00000138381	ASNSD1	54529	asparagine synthetase domain containing 1
ENSG00000138382	METTL5	29081	methyltransferase 5, N6-adenosine
ENSG00000138385	SSB	6741	small RNA binding exonuclease protection factor La
ENSG00000138386	NAB1	4664	NGFI-A binding protein 1
ENSG00000138398	PPIG	9360	peptidylprolyl isomerase G
ENSG00000138399	FASTKD1	79675	FAST kinase domains 1
ENSG00000138400	MDH1B	130752	malate dehydrogenase 1B
ENSG00000138411	HECW2	57520	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
ENSG00000138413	IDH1	3417	isocitrate dehydrogenase (NADP(+)) 1
ENSG00000138430	OLA1	29789	Obg like ATPase 1
ENSG00000138433	CIR1	9541	corepressor interacting with RBPJ, CIR1
ENSG00000138434	ITPRID2	6744	ITPR interacting domain containing 2
ENSG00000138439	FAM117B	150864	family with sequence similarity 117 member B
ENSG00000138442	WDR12	55759	WD repeat domain 12
ENSG00000138443	ABI2	10152	abl interactor 2
ENSG00000138448	ITGAV	3685	integrin subunit alpha V
ENSG00000138449	SLC40A1	30061	solute carrier family 40 member 1
ENSG00000138459	SLC35A5	55032	solute carrier family 35 member A5
ENSG00000138463	SLC49A4	84925	solute carrier family 49 member 4
ENSG00000138468	SENP7	57337	SUMO specific peptidase 7
ENSG00000138495	COX17	10063	cytochrome c oxidase copper chaperone COX17
ENSG00000138496	PARP9	83666	poly(ADP-ribose) polymerase family member 9
ENSG00000138587	MNS1	55329	meiosis specific nuclear structural 1
ENSG00000138592	USP8	9101	ubiquitin specific peptidase 8
ENSG00000138593	SECISBP2L	9728	SECIS binding protein 2 like
ENSG00000138594	TMOD3	29766	tropomodulin 3
ENSG00000138600	SPPL2A	84888	signal peptide peptidase like 2A
ENSG00000138604	GLCE	26035	glucuronic acid epimerase
ENSG00000138606	SHF	90525	Src homology 2 domain containing F
ENSG00000138613	APH1B	83464	aph-1 homolog B, gamma-secretase subunit
ENSG00000138614	INTS14	81556	integrator complex subunit 14
ENSG00000138617	PARP16	54956	poly(ADP-ribose) polymerase family member 16
ENSG00000138621	PPCDC	60490	phosphopantothenoylcysteine decarboxylase
ENSG00000138623	SEMA7A	8482	semaphorin 7A (John Milton Hagen blood group)
ENSG00000138629	UBL7	84993	ubiquitin like 7
ENSG00000138639	ARHGAP24	83478	Rho GTPase activating protein 24
ENSG00000138640	FAM13A	10144	family with sequence similarity 13 member A
ENSG00000138641	HERC3	8916	HECT and RLD domain containing E3 ubiquitin protein ligase 3
ENSG00000138642	HERC6	55008	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
ENSG00000138646	HERC5	51191	HECT and RLD domain containing E3 ubiquitin protein ligase 5
ENSG00000138660	AP1AR	55435	adaptor related protein complex 1 associated regulatory protein
ENSG00000138663	COPS4	51138	COP9 signalosome subunit 4
ENSG00000138668	HNRNPD	3184	heterogeneous nuclear ribonucleoprotein D
ENSG00000138669	PRKG2	5593	protein kinase cGMP-dependent 2
ENSG00000138674	SEC31A	22872	SEC31 homolog A, COPII coat complex component
ENSG00000138678	GPAT3	84803	glycerol-3-phosphate acyltransferase 3
ENSG00000138685	FGF2	2247	fibroblast growth factor 2
ENSG00000138686	BBS7	55212	Bardet-Biedl syndrome 7
ENSG00000138688	BLTP1	84162	bridge-like lipid transfer protein family member 1
ENSG00000138696	BMPR1B	658	bone morphogenetic protein receptor type 1B
ENSG00000138698	RAP1GDS1	5910	Rap1 GTPase-GDP dissociation stimulator 1
ENSG00000138709	LARP1B	55132	La ribonucleoprotein 1B
ENSG00000138738	PRDM5	11107	PR/SET domain 5
ENSG00000138744	NAAA	27163	N-acylethanolamine acid amidase
ENSG00000138750	NUP54	53371	nucleoporin 54
ENSG00000138756	BMP2K	55589	BMP2 inducible kinase
ENSG00000138757	G3BP2	9908	G3BP stress granule assembly factor 2
ENSG00000138758	SEPTIN11	55752	septin 11
ENSG00000138759	FRAS1	80144	Fraser extracellular matrix complex subunit 1
ENSG00000138760	SCARB2	950	scavenger receptor class B member 2
ENSG00000138764	CCNG2	901	cyclin G2
ENSG00000138767	CNOT6L	246175	CCR4-NOT transcription complex subunit 6 like
ENSG00000138768	USO1	8615	USO1 vesicle transport factor
ENSG00000138769	CDKL2	8999	cyclin dependent kinase like 2
ENSG00000138772	ANXA3	306	annexin A3
ENSG00000138777	PPA2	27068	inorganic pyrophosphatase 2
ENSG00000138778	CENPE	1062	centromere protein E
ENSG00000138780	GSTCD	79807	glutathione S-transferase C-terminal domain containing
ENSG00000138785	INTS12	57117	integrator complex subunit 12
ENSG00000138794	CASP6	839	caspase 6
ENSG00000138796	HADH	3033	hydroxyacyl-CoA dehydrogenase
ENSG00000138801	PAPSS1	9061	3'-phosphoadenosine 5'-phosphosulfate synthase 1
ENSG00000138802	SEC24B	10427	SEC24 homolog B, COPII coat complex component
ENSG00000138814	PPP3CA	5530	protein phosphatase 3 catalytic subunit alpha
ENSG00000138821	SLC39A8	64116	solute carrier family 39 member 8
ENSG00000138829	FBN2	2201	fibrillin 2
ENSG00000138834	MAPK8IP3	23162	mitogen-activated protein kinase 8 interacting protein 3
ENSG00000138835	RGS3	5998	regulator of G protein signaling 3
ENSG00000138867	GUCD1	83606	guanylyl cyclase domain containing 1
ENSG00000138942	RNF185	91445	ring finger protein 185
ENSG00000139083	ETV6	2120	ETS variant transcription factor 6
ENSG00000139112	GABARAPL1	23710	GABA type A receptor associated protein like 1
ENSG00000139116	KIF21A	55605	kinesin family member 21A
ENSG00000139117	CPNE8	144402	copine 8
ENSG00000139131	YARS2	51067	tyrosyl-tRNA synthetase 2
ENSG00000139132	FGD4	121512	FYVE, RhoGEF and PH domain containing 4
ENSG00000139133	ALG10	84920	ALG10 alpha-1,2-glucosyltransferase
ENSG00000139146	SINHCAF	58516	SIN3-HDAC complex associated factor
ENSG00000139154	AEBP2	121536	AE binding protein 2
ENSG00000139160	ETFBKMT	254013	electron transfer flavoprotein subunit beta lysine methyltransferase
ENSG00000139163	ETNK1	55500	ethanolamine kinase 1
ENSG00000139168	ZCRB1	85437	zinc finger CCHC-type and RNA binding motif containing 1
ENSG00000139173	TMEM117	84216	transmembrane protein 117
ENSG00000139178	C1RL	51279	complement C1r subcomponent like
ENSG00000139180	NDUFA9	4704	NADH:ubiquinone oxidoreductase subunit A9
ENSG00000139182	CLSTN3	9746	calsyntenin 3
ENSG00000139187	KLRG1	10219	killer cell lectin like receptor G1
ENSG00000139190	VAMP1	6843	vesicle associated membrane protein 1
ENSG00000139192	TAPBPL	55080	TAP binding protein like
ENSG00000139194	RBP5	83758	retinol binding protein 5
ENSG00000139197	PEX5	5830	peroxisomal biogenesis factor 5
ENSG00000139211	AMIGO2	347902	adhesion molecule with Ig like domain 2
ENSG00000139218	SCAF11	9169	SR-related CTD associated factor 11
ENSG00000139233	LLPH	84298	LLP homolog, long-term synaptic facilitation factor
ENSG00000139239	RPL14P1	144581	ribosomal protein L14 pseudogene 1
ENSG00000139263	LRIG3	121227	leucine rich repeats and immunoglobulin like domains 3
ENSG00000139266	MARCHF9	92979	membrane associated ring-CH-type finger 9
ENSG00000139269	INHBE	83729	inhibin subunit beta E
ENSG00000139278	GLIPR1	11010	GLI pathogenesis related 1
ENSG00000139289	PHLDA1	22822	pleckstrin homology like domain family A member 1
ENSG00000139291	TMEM19	55266	transmembrane protein 19
ENSG00000139318	DUSP6	1848	dual specificity phosphatase 6
ENSG00000139323	POC1B	282809	POC1 centriolar protein B
ENSG00000139324	TMTC3	160418	transmembrane O-mannosyltransferase targeting cadherins 3
ENSG00000139343	SNRPF	6636	small nuclear ribonucleoprotein polypeptide F
ENSG00000139344	AMDHD1	144193	amidohydrolase domain containing 1
ENSG00000139350	NEDD1	121441	NEDD1 gamma-tubulin ring complex targeting factor
ENSG00000139354	GAS2L3	283431	growth arrest specific 2 like 3
ENSG00000139370	SLC15A4	121260	solute carrier family 15 member 4
ENSG00000139372	TDG	6996	thymine DNA glycosylase
ENSG00000139405	RITA1	84934	RBPJ interacting and tubulin associated 1
ENSG00000139410	SDSL	113675	serine dehydratase like
ENSG00000139428	MMAB	326625	metabolism of cobalamin associated B
ENSG00000139433	GLTP	51228	glycolipid transfer protein
ENSG00000139436	GIT2	9815	GIT ArfGAP 2
ENSG00000139437	TCHP	84260	trichoplein keratin filament binding
ENSG00000139496	NUP58	9818	nucleoporin 58
ENSG00000139505	MTMR6	9107	myotubularin related protein 6
ENSG00000139508	SLC46A3	283537	solute carrier family 46 member 3
ENSG00000139514	SLC7A1	6541	solute carrier family 7 member 1
ENSG00000139517	LNX2	222484	ligand of numb-protein X 2
ENSG00000139531	SUOX	6821	sulfite oxidase
ENSG00000139546	TARBP2	6895	TARBP2 subunit of RISC loading complex
ENSG00000139579	NABP2	79035	nucleic acid binding protein 2
ENSG00000139597	N4BP2L1	90634	NEDD4 binding protein 2 like 1
ENSG00000139613	SMARCC2	6601	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
ENSG00000139620	KANSL2	54934	KAT8 regulatory NSL complex subunit 2
ENSG00000139624	CERS5	91012	ceramide synthase 5
ENSG00000139625	MAP3K12	7786	mitogen-activated protein kinase kinase kinase 12
ENSG00000139629	GALNT6	11226	polypeptide N-acetylgalactosaminyltransferase 6
