gene_id,logFC
ENSG00000092470,-1.5776130049908468
ENSG00000196584,-1.362806583592321
ENSG00000113810,-1.984103850869055
ENSG00000007968,-1.2607495284730486
ENSG00000173207,-1.8696281156515
ENSG00000285948,-1.4133856946871948
ENSG00000154920,-1.4209622310399033
ENSG00000289194,-1.3943003865630377
ENSG00000104889,-1.4583784282436962
ENSG00000105011,-2.376097461154584
ENSG00000185480,-2.11605103222205
ENSG00000186193,-1.4765544365715288
ENSG00000285542,-1.8831978762725987
ENSG00000147408,-1.4943255738961383
ENSG00000101412,-2.1174159765075133
ENSG00000197299,-1.5265971561049634
ENSG00000138376,-1.315453047825729
ENSG00000137812,-1.528779274851605
ENSG00000138646,2.1572693446872946
ENSG00000199352,5.505219722919568
ENSG00000259207,2.094714388076918
ENSG00000258725,-1.4138816456530998
ENSG00000157399,-1.049648847988105
ENSG00000184990,-1.0771778265769203
ENSG00000290397,1.0363493820509806
ENSG00000051341,-1.2587206655525969
ENSG00000183207,-1.006557941360894
ENSG00000200343,5.449223547759778
ENSG00000276043,-1.8358750573767169
ENSG00000012048,-2.1886386625082173
ENSG00000172167,-1.0393254718027232
ENSG00000172667,1.1409130230243605
ENSG00000175643,-2.365316545363931
ENSG00000114346,-1.9338045052560384
ENSG00000101868,-1.450342274281741
ENSG00000200370,5.40298501960687
ENSG00000201925,5.40298501960687
ENSG00000240386,3.1785392564027317
ENSG00000142856,-1.3040968424588102
ENSG00000146410,-1.8325727855859435
ENSG00000200624,5.496497794276091
ENSG00000149929,-1.7019518812122263
ENSG00000231742,-1.301759524944151
ENSG00000271503,3.09772604525239
ENSG00000166451,-1.5984174863085272
ENSG00000201355,5.410017787990426
ENSG00000201588,5.39363409750121
ENSG00000199337,5.380531919469701
ENSG00000200381,5.417811003174945
ENSG00000202257,5.424273906722087
ENSG00000100479,-1.4363073692146189
ENSG00000112029,-1.930892661025754
ENSG00000202526,5.394738623452429
ENSG00000137310,-1.4958730977504655
ENSG00000202521,5.373985712686011
ENSG00000164032,-1.016515021435385
ENSG00000131153,-1.9940822478488367
ENSG00000035499,-1.868393600277018
ENSG00000123473,-1.5460711709168595
ENSG00000107201,1.870081652476283
ENSG00000149136,-1.1412089468157642
ENSG00000051180,-1.6295333822210027
ENSG00000199270,5.380531919469701
ENSG00000187994,1.02283950008536
ENSG00000167670,-1.5559004631325437
ENSG00000187608,3.984354521690816
ENSG00000129534,-1.2394941794245202
ENSG00000186871,-1.2705352648846522
ENSG00000156802,-2.0595167240271
ENSG00000167325,-1.2441790373798174
ENSG00000172572,-2.4412123244988324
ENSG00000120802,-1.3889351364704758
ENSG00000157111,2.0741253270767164
ENSG00000164626,-1.105831629175405
ENSG00000171557,-2.65959801078471
ENSG00000278041,1.060248779271756
ENSG00000079819,-1.4302936215652702
ENSG00000285588,-2.3441429566854537
ENSG00000115875,-1.982199638098061
ENSG00000136824,-1.4568943099237912
ENSG00000088002,-3.305017160819974
ENSG00000113645,-2.190106223454978
ENSG00000196337,1.0189489479562517
ENSG00000224126,-1.7488591014131862
ENSG00000199910,5.373985712686011
ENSG00000160867,-1.8492825642331807
ENSG00000136527,-1.623495076030988
ENSG00000199396,5.439745158937571
ENSG00000136492,-1.3688159385402083
ENSG00000136943,-1.6064272034066471
ENSG00000108679,1.2557647381351122
ENSG00000119969,-1.257245997533037
ENSG00000198056,-1.8270278213758695
ENSG00000144283,-1.209646434579844
ENSG00000189403,-1.030136354277608
ENSG00000156509,-1.5300419916250865
ENSG00000184445,-1.3730250082864466
ENSG00000165490,-2.023277021521151
ENSG00000189159,-1.097729623957126
ENSG00000198554,-1.3724037834760912
ENSG00000138496,1.919676422665301
ENSG00000233611,-1.03419104282009
ENSG00000151725,-1.6675560494207509
ENSG00000119917,3.4650633011834344
ENSG00000180155,1.4657852082166969
ENSG00000085840,-1.2598199992115386
ENSG00000104147,-2.5012442614148074
ENSG00000167767,-2.821144212444266
ENSG00000154678,-1.551468180520537
ENSG00000185862,1.1893033012154668
ENSG00000161513,1.2425082764423632
ENSG00000132182,-1.2966331127686068
ENSG00000177602,-1.2977598881475836
ENSG00000167186,-1.1563394011003094
ENSG00000047644,-1.2289392131558752
ENSG00000132109,1.1590492460817563
ENSG00000111445,-1.5177175809128003
ENSG00000153044,-1.1442002312612027
ENSG00000174791,1.2151637250978573
ENSG00000121621,-2.2294316653894737
ENSG00000183098,-1.427634622417056
ENSG00000179750,-2.0128703909909427
ENSG00000099901,-1.141986030755512
ENSG00000137628,1.899077071380247
ENSG00000132437,-1.177672801442834
ENSG00000267698,-1.023740144307297
ENSG00000108448,-1.3198575184371952
ENSG00000149636,-1.0408755496488462
ENSG00000065320,1.0660866634233397
ENSG00000171560,-3.3604448150078685
ENSG00000178685,2.060966170661869
ENSG00000228716,-2.7122163289648937
ENSG00000214548,2.654781191020561
ENSG00000138092,-1.157148614371811
ENSG00000154914,-1.2065022882498506
ENSG00000182628,-1.630926073144547
ENSG00000106628,-1.0366990845185668
ENSG00000259781,-1.1448352969008244
ENSG00000162624,-1.1656195720300704
ENSG00000103257,-2.578722606812131
ENSG00000134222,-1.2784371419790692
ENSG00000197903,1.0031423081337527
ENSG00000142669,1.042178187406889
ENSG00000241388,-1.5560780884569567
ENSG00000094804,-1.7016395301473806
ENSG00000086061,1.1802230309122042
ENSG00000090238,1.5820622376194766
ENSG00000136636,-1.0745770988987844
ENSG00000123975,-1.3779055838824732
ENSG00000206190,-1.175025962219153
ENSG00000064042,-1.2347361298419184
ENSG00000285920,-1.3787791060743246
ENSG00000184661,-1.2212427774949992
ENSG00000218336,-1.2226587356417769
ENSG00000163362,-1.298573403748314
ENSG00000175793,1.9078748002673815
ENSG00000123416,-1.042118409484546
ENSG00000213928,1.4676238846376366
ENSG00000075188,-1.343650944714998
ENSG00000129173,-1.2283862517381046
ENSG00000034677,-1.3304047412846067
ENSG00000177084,-1.4240652153597908
ENSG00000178966,-1.270869669388084
ENSG00000144847,-1.5618909634656069
ENSG00000127129,-1.5786507579336
ENSG00000128298,-1.225190457864307
ENSG00000156136,-1.1997760710740537
ENSG00000186638,-1.0103546770708958
ENSG00000131351,-1.1335692428996804
ENSG00000138642,1.1667303972851706
ENSG00000185347,-1.3545357964552416
ENSG00000172936,1.3426862905811996
ENSG00000140443,-1.2189824302750498
ENSG00000151466,-1.2214159674877056
ENSG00000117298,-1.2055549369340133
ENSG00000135114,3.4698444086637474
ENSG00000096060,-1.0750780311351602
ENSG00000171790,-1.5086981941832969
ENSG00000123815,-1.1943617259569144
ENSG00000149503,-1.2344954160847
ENSG00000174442,-1.460283211525404
ENSG00000221963,1.0957168438342495
ENSG00000076003,-1.4135315367312802
ENSG00000146049,-1.600086482331745
ENSG00000115129,1.553568638704581
ENSG00000022567,-1.6482159706316204
ENSG00000132274,1.746343060926894
ENSG00000250799,-1.991650896926936
ENSG00000033100,1.1403913924586573
ENSG00000115226,1.0299859912602507
ENSG00000151503,-1.2566780500231096
ENSG00000129226,2.6011575884775877
ENSG00000180318,-1.0405257095675702
ENSG00000223573,1.6117659415393193
ENSG00000021826,-3.255788629158578
ENSG00000143473,-1.2174510986981764
ENSG00000173193,1.1857030115286635
ENSG00000197905,-1.0648849609135076
ENSG00000129116,-1.150631494056296
ENSG00000205413,1.4180552633328172
ENSG00000137965,2.3539385255969467
ENSG00000128283,-1.9286419040158287
ENSG00000080839,-1.189874009378226
ENSG00000242574,-2.0689180051485208
ENSG00000170482,-1.709617832071458
ENSG00000065268,-1.116093231748064
ENSG00000087085,1.2488138140391185
ENSG00000293339,-1.0163175507481772
ENSG00000109971,2.0330127941415324
ENSG00000136378,1.1767049108128973
ENSG00000099783,-1.7044527663228868
ENSG00000100139,1.06346157074818
ENSG00000095585,1.6526632316715524
ENSG00000256664,1.0953978728122449
ENSG00000172164,-1.078667558716469
ENSG00000166965,-1.3319103388032465
ENSG00000161692,-1.1306410078241005
ENSG00000158089,-1.332115328098657
ENSG00000123066,-1.337283689603944
ENSG00000123136,-1.4131470928682832
ENSG00000201185,5.133851804548675
ENSG00000164104,-2.3038561982048704
ENSG00000163071,1.0648659874158932
ENSG00000167513,-1.650423723430566
ENSG00000182985,-1.60005312387405
ENSG00000158109,1.0689962707744636
ENSG00000014138,-1.547804556537551
ENSG00000119403,-1.3847525198890511
ENSG00000132793,1.325723359532231
ENSG00000120334,-1.5324721842709508
ENSG00000142156,1.0171489043586175
ENSG00000113448,-1.6581212699347905
ENSG00000163840,1.226218398206833
ENSG00000142484,-1.6990581153335769
ENSG00000085117,2.4347058857691324
ENSG00000135679,1.0563018052101008
ENSG00000131470,-1.241078459216724
ENSG00000170581,1.51630994801593
ENSG00000145555,-1.5974563884701007
ENSG00000115414,-1.817522513118193
ENSG00000162063,-1.090412189623297
ENSG00000163565,2.271739408762857
ENSG00000178821,1.1055184384465253
ENSG00000075223,-1.7005771428304932
ENSG00000120211,-2.41029790651429
ENSG00000149554,-1.2122801622375308
ENSG00000291314,-1.5373523491163883
ENSG00000126215,-1.3530922205164213
ENSG00000168476,-1.0570102684130471
ENSG00000165887,-2.4260225818759715
ENSG00000183814,-1.0456957293382734
ENSG00000130589,1.8184565369369632
ENSG00000161888,-1.7944747694445862
ENSG00000012822,1.313592326691556
ENSG00000127191,-1.2365152047694297
ENSG00000059122,1.5321052317065131
ENSG00000136997,-1.636740469745944
ENSG00000144596,1.2101465896902002
ENSG00000144642,-1.3157950179608102
ENSG00000128346,1.0654470539969272
ENSG00000101187,1.0775135530732605
ENSG00000167105,1.1188808485887036
ENSG00000187741,-1.0801829897545163
ENSG00000127337,-1.184657214848397
ENSG00000127415,1.0452889522377968
ENSG00000130005,1.0995382485151897
ENSG00000285077,-1.3679870990814096
ENSG00000143369,1.6009446557312814
ENSG00000088992,-1.919835694422301
ENSG00000161642,1.5354762798231278
ENSG00000165949,2.3361054272208728
ENSG00000185745,3.0536025058009035
ENSG00000127586,-1.1910883226433933
ENSG00000170558,-1.5430540277036302
ENSG00000205476,-1.4737143878670145
ENSG00000260912,1.0337435115920968
ENSG00000207005,1.8834615516845088
ENSG00000141505,-1.1294677280432366
ENSG00000126391,1.104258359904584
ENSG00000167775,-1.1705425035086767
ENSG00000134871,-1.6143955166494033
ENSG00000184363,-1.4293005155937195
ENSG00000164171,1.2832723144277352
ENSG00000123080,-1.2964486950950806
ENSG00000092853,-1.0321787151213953
ENSG00000101447,-1.3115901252938102
ENSG00000249835,-1.7450647669146866
ENSG00000087076,1.2701153410344457
ENSG00000101665,-1.0501532898532728
ENSG00000100196,1.3803604595967451
ENSG00000171492,-1.018860735060711
ENSG00000185483,-1.8492812400256868
ENSG00000257605,1.0164143313324303
ENSG00000145920,-3.4807560630125423
ENSG00000245694,-1.078439106722151
ENSG00000040275,-1.1848621119531102
ENSG00000165304,-1.22308375401973
ENSG00000112081,-2.06543725638262
ENSG00000198774,-1.5337878243069425
ENSG00000140479,-1.0995605893974405
ENSG00000214900,1.1000584504577795
ENSG00000168502,-1.2752280388529011
ENSG00000225190,1.261505044324814
ENSG00000101871,-2.062629888046658
ENSG00000168062,1.2285739146103969
ENSG00000135127,1.027356923470687
ENSG00000121552,1.6570066039295372
ENSG00000160957,-1.4045636230885097
ENSG00000172244,-1.0074372319088305
ENSG00000164574,-1.3920764229972766
ENSG00000124762,1.718884032827515
ENSG00000278903,-1.1873379912833844
ENSG00000101003,-1.119799680031334
ENSG00000157601,2.906751068100024
ENSG00000008256,-1.3910383291814643
ENSG00000099812,-1.2991930977383026
ENSG00000196550,-1.2372876825844732
ENSG00000180581,-1.4760119439735626
ENSG00000166508,-1.434355779619544
ENSG00000079385,1.685139545487944
ENSG00000185238,-1.573867452043689
ENSG00000266969,-1.1260882395892955
ENSG00000187098,-1.7841422879425235
ENSG00000136883,-1.315580885148972
ENSG00000115267,1.3976802191264568
ENSG00000183395,-1.4279990116616
ENSG00000177425,-1.3670901661164772
ENSG00000185697,-1.3873147865835902
ENSG00000198517,-1.3283331952577129
ENSG00000188486,-1.4298738742318662
ENSG00000117632,-1.1984289167163125
ENSG00000105810,-2.060329976552545
ENSG00000206585,1.7942789030775947
ENSG00000133636,-2.9146103092110645
ENSG00000101384,-1.3639135875848831
ENSG00000168496,-1.1110090559997483
ENSG00000258186,-2.183600241671039
ENSG00000091483,-1.0732152741386365
ENSG00000179630,1.0801865967486668
ENSG00000085999,-1.267520695948373
ENSG00000113924,-1.627299617971138
ENSG00000250615,-1.2854758482320627
ENSG00000163576,-1.6406746843740516
ENSG00000099860,-2.3101230642132293
ENSG00000187079,-1.4723842713066275
ENSG00000258749,-1.4925626216226342
ENSG00000249007,1.4154153347105245
ENSG00000204072,1.0203249073269969
ENSG00000140025,-1.3927805938823463
ENSG00000125657,1.4721512827340226
ENSG00000101945,-1.2712576498318138
ENSG00000150938,-2.660685529732693
ENSG00000267112,1.4727483778428136
ENSG00000196588,-1.214189309767446
ENSG00000273760,-2.4075915152503318
ENSG00000173530,1.2082024371612832
ENSG00000263934,2.082403976670574
ENSG00000095397,1.0115885109309133
ENSG00000122870,-1.4544863101697765
ENSG00000104450,-1.0491971022519435
ENSG00000130303,1.5515025860205915
ENSG00000188529,-1.3229026406349602
ENSG00000106541,-1.7579054885971637
ENSG00000170959,-1.1392567919175778
ENSG00000111335,1.8777660829997511
ENSG00000288859,1.026479340052571
ENSG00000137731,-1.9442496931072104
ENSG00000288825,1.0232251412927171
ENSG00000164548,-1.7256561130285957
ENSG00000140464,1.3881165713085435
ENSG00000112118,-1.46233840837071
ENSG00000141510,-1.1031177914725196
ENSG00000178921,-1.4361325472591142
ENSG00000115290,-1.0051655592022657
ENSG00000261448,-1.0850434906343338
ENSG00000126709,3.342757029366304
ENSG00000178295,-1.1126070547484876
ENSG00000137094,1.34180884646246
ENSG00000151718,-1.0744166545037
ENSG00000142871,-3.115255729112164
ENSG00000158125,1.2215930375515096
ENSG00000063180,-1.0120334766919594
ENSG00000164251,-1.0669222734901993
ENSG00000038427,-1.6356518137653433
ENSG00000273175,-1.1114053385081704
ENSG00000026751,1.2967890096179218
ENSG00000064651,-1.6156503216531068
ENSG00000140538,-1.9685432861716703
ENSG00000095752,-2.40588642955442
ENSG00000128524,1.0303996299947658
ENSG00000131981,1.187303170561823
ENSG00000251432,-1.618592985402406
ENSG00000021645,-1.3822373141451645
ENSG00000164611,-1.6673080801557305
ENSG00000111196,-1.2956528594358103
ENSG00000067066,1.4856913059329795
ENSG00000112984,-1.6639476329683138
ENSG00000188313,1.3676305311797885
ENSG00000000971,-1.0569569895828703
ENSG00000131018,-1.6716720909192706
ENSG00000120054,-1.067164338490391
ENSG00000039068,-1.1937532658872678
ENSG00000177954,1.0795990992883642
ENSG00000103647,1.005594648841589
ENSG00000168453,-1.0284325852030602
ENSG00000132879,1.0048747627982832
ENSG00000184845,-1.3541737348038598
ENSG00000132967,-1.2024539290785063
ENSG00000289357,-1.0180964167954294
ENSG00000213626,-2.4967859674469173
ENSG00000253729,-1.1028581346979864
ENSG00000111331,1.61882260447402
ENSG00000281832,-1.6098009944597689
ENSG00000180891,-1.1161122433392672
ENSG00000166592,1.824768652096028
ENSG00000120699,-1.4105580656209296
ENSG00000103196,1.2314050086682662
ENSG00000163637,-1.439017644654002
ENSG00000119922,2.9838586157050573
ENSG00000197375,-1.01518598214223
ENSG00000278591,1.012611965787785
ENSG00000107796,1.0220389852126095
ENSG00000184220,-1.0784358532456233
ENSG00000163545,-1.6380554600224793
ENSG00000258663,1.6069188928155165
ENSG00000144057,-1.3981561549559274
ENSG00000187498,-1.5848198781721567
ENSG00000094916,-1.0463322316736314
ENSG00000277586,1.1581167220535735
ENSG00000197766,-1.0813489057723928
ENSG00000106462,-1.0283672114427405
ENSG00000084710,1.1291800104913396
ENSG00000275857,-1.212997301339234
ENSG00000180210,-1.301544169410196
ENSG00000281207,-1.1205464703315149
ENSG00000244151,-1.0249747358673398
ENSG00000279569,-1.1870700920899573
ENSG00000141738,-1.042276608124894
ENSG00000185507,2.281678333052787
ENSG00000077348,-1.0453724829939972
ENSG00000259120,-1.7235754293325172
ENSG00000274062,1.0076970075083442
ENSG00000138696,-1.0888681249923704
ENSG00000146648,-1.0125459217324178
ENSG00000244468,-1.1217259914163096
ENSG00000263585,-1.116938507517431
ENSG00000196954,1.5227693562419176
ENSG00000128567,1.6572935745904571
ENSG00000163347,-1.798748287223663
ENSG00000087086,1.0779738521680675
ENSG00000204389,1.970091691219893
ENSG00000275219,1.0206572880191431
ENSG00000091986,-1.3826333843558491
ENSG00000277903,1.008648440242084
ENSG00000272821,1.123023182613467
ENSG00000135838,1.2885754583807496
ENSG00000285976,-1.1626082467044645
ENSG00000166803,-2.636161210962567
ENSG00000177409,1.0752115809693312
ENSG00000189058,1.2983420398379768
ENSG00000177182,-1.156089990140754
ENSG00000129474,-2.369318693727018
ENSG00000111845,-1.2572796972475713
ENSG00000213412,-2.8197396147594835
ENSG00000184347,-1.0094943112273524
ENSG00000099889,1.4890598540410125
ENSG00000132031,-1.3029734879436772
ENSG00000135766,-1.7924390827469767
ENSG00000163072,-1.422843505595621
ENSG00000110057,-1.1099880984095971
ENSG00000184470,-1.889061640986268
ENSG00000158373,1.0288211126334268
ENSG00000146038,-1.6116725122726208
ENSG00000170477,-3.3899686530668958
ENSG00000124564,-1.1168545715556757
ENSG00000184226,-1.0863299913676672
ENSG00000206652,1.7319782637807752
ENSG00000176894,-1.2105130722215531
ENSG00000080608,-1.539121454282964
ENSG00000228526,1.1296342568479072
ENSG00000140307,-1.1423272594332214
ENSG00000129422,-1.5172194560027146
ENSG00000271605,1.43481441542986
ENSG00000160200,-1.4030149543817672
ENSG00000273768,1.8379319703236956
ENSG00000224814,-1.3416333464262609
ENSG00000112245,-1.28252949356514
ENSG00000207389,1.7436203561868089
ENSG00000088836,1.236281600544546
ENSG00000168404,1.3946105011045868
ENSG00000258034,-1.2275212009402543
ENSG00000119508,-1.3879926435867525
ENSG00000118965,-1.1199233839392302
ENSG00000196730,-1.0485574640248476
ENSG00000102265,1.2612314261995523
ENSG00000111859,-1.0241323652037666
ENSG00000164889,-1.18460888527932
ENSG00000224407,-1.0833989591685906
ENSG00000008405,-1.3780548746154695
ENSG00000291174,1.1310246509182909
ENSG00000100311,-1.0586817852705803
ENSG00000261236,-1.1796920544101352
ENSG00000179832,1.0654721063181969
ENSG00000171793,-2.017046328923943
ENSG00000250016,1.0716088031906266
ENSG00000059378,1.2704575522743702
ENSG00000232828,-1.0747603105524408
ENSG00000083896,-1.158496434877362
ENSG00000274276,-1.3444454521553943
ENSG00000163002,-1.0567293808608804
ENSG00000095713,1.4800514604037789
ENSG00000227568,1.0425252070235906
ENSG00000119333,-1.0041040383489577
ENSG00000235269,-1.146527797026737
ENSG00000197977,-1.0865761087791368
ENSG00000179862,-1.806075812034832
ENSG00000233266,-1.111269185844219
ENSG00000149150,-1.0700112225227691
ENSG00000132471,1.320944044095432
ENSG00000152953,-1.137411934576623
ENSG00000107159,-1.2728290559242903
ENSG00000005108,-1.7293933994027946
ENSG00000224945,1.0990634188160182
ENSG00000204388,1.9719831448492604
ENSG00000155254,1.0363177097397909
ENSG00000055044,-1.461792498648708
ENSG00000089127,1.746221306938983
ENSG00000089280,-1.282477568321931
ENSG00000160193,-1.0899817521712225
ENSG00000134533,-1.4316083588008184
ENSG00000130813,1.0877309897829734
ENSG00000119899,1.1608143758522829
ENSG00000080824,1.0969853835137755
ENSG00000138448,-1.07027925297636
ENSG00000286670,-1.0340253547789464
ENSG00000196743,1.9089666782156045
ENSG00000273090,-1.9103402489945376
ENSG00000136450,-1.813433930104304
ENSG00000253616,-1.301610352429244
ENSG00000099998,-1.2479569987814898
ENSG00000164855,-1.2234190257943367
ENSG00000148120,-1.6485183311759952
ENSG00000132613,-1.0039177215086097
ENSG00000101076,-1.00059290139381
ENSG00000205213,-1.612491809051695
ENSG00000153815,-1.10561591873354
ENSG00000104738,-1.5795275908146698
ENSG00000261512,1.101978983811981
ENSG00000207513,1.7487429137989288
ENSG00000144043,-1.04813706437473
ENSG00000156587,1.3812748531152064
ENSG00000249992,1.8882308464422564
ENSG00000099800,-1.056714355089074
ENSG00000166387,-1.4909854003745964
ENSG00000104067,-1.0781373832110033
ENSG00000065183,-1.01262745509394
ENSG00000253666,-1.0058615798853046
ENSG00000116120,-1.1613513123582058
ENSG00000124225,-1.2002264297854597
ENSG00000228049,1.0579016206719505
ENSG00000142173,1.2460927268401591
ENSG00000113742,-1.2874956824280774
ENSG00000206737,1.6908468880153522
ENSG00000151892,-1.4873135238826
ENSG00000088899,1.0919526922101337
ENSG00000100612,1.1007526839329025
ENSG00000111785,-1.0163003264242163
ENSG00000136881,-1.7654579171565044
ENSG00000148513,-1.0448119125405575
ENSG00000143367,-1.2120772967972373
ENSG00000168010,1.2199054840384205
ENSG00000135047,1.3152580826631244
ENSG00000078401,-1.782815113519507
ENSG00000173085,-1.0274285819318631
ENSG00000059728,1.3712575077110476
ENSG00000267026,1.675619485137307
ENSG00000232973,1.2793111227729903
ENSG00000173846,1.0561375662567063
ENSG00000273014,-1.4935275296931068
ENSG00000224149,-1.182852832058993
ENSG00000198860,-1.0865364871849774
ENSG00000147852,-1.0775536400873031
ENSG00000206596,1.778586783100701
ENSG00000130827,1.0270407128630006
ENSG00000163083,-2.0391689664542563
ENSG00000286024,1.091222157726396
ENSG00000102471,-1.0588030411827232
ENSG00000186642,1.1033125900246938
ENSG00000138621,-1.4694037991139997
ENSG00000169288,-1.2423509152281906
ENSG00000231131,-1.1808211075537574
ENSG00000137878,1.5648058236341933
ENSG00000005981,-1.2203411193880052
ENSG00000171992,-1.3094159952402131
ENSG00000279333,-1.0702015189482237
ENSG00000100906,1.666646177522435
ENSG00000135437,-1.1668462926920804
ENSG00000151012,-1.5992389883772828
ENSG00000105516,-1.0125729972324096
ENSG00000121775,-1.0494348652063628
ENSG00000146963,-1.0842895339647942
ENSG00000155465,-1.2985041508988204
ENSG00000246640,1.2021902784471932
ENSG00000105499,1.1861774644572276
ENSG00000073737,1.4251545929465077
ENSG00000149564,-1.291350245751384
ENSG00000150457,-1.426874922728247
