logFC	AveExpr	t	P.Value	adj.P.Val	B	ENSEMBL	contrast	direction
-3.6536060765006715	2.307541361478004	-18.049537704825198	1.7163849244809348e-9	1.3486378181639266e-6	12.341471209590782	ENSG00000072571	Eto_vs_Mock	Down
-3.662020481001906	2.725880132876136	-18.03260399762217	1.7335748181666797e-9	1.3486378181639266e-6	12.332281569910535	ENSG00000068489	Eto_vs_Mock	Down
-3.8065231729462234	3.557952998335671	-17.89923965376303	1.8756932396875087e-9	1.3486378181639266e-6	12.25953427477748	ENSG00000170312	Eto_vs_Mock	Down
-2.6118028967058153	1.8921229316531736	-17.889385447129143	1.8866865063974553e-9	1.3486378181639266e-6	12.254132648026477	ENSG00000263513	Eto_vs_Mock	Down
-2.62884907494876	1.6529265388138636	-17.550598435100543	2.310794175207482e-9	1.518857039419512e-6	12.066183272884395	ENSG00000158402	Eto_vs_Mock	Down
-3.053215660778949	2.2060458938590513	-17.54545721162136	2.3179809834712127e-9	1.518857039419512e-6	12.06329712463253	ENSG00000134690	Eto_vs_Mock	Down
-2.553503611011494	1.8114390135454008	-17.36299496030728	2.589483249210801e-9	1.6288885430835622e-6	11.960199210590272	ENSG00000215784	Eto_vs_Mock	Down
-2.856417239763208	1.7667551529854524	-17.203518530512383	2.855258186056e-9	1.7269919320737174e-6	11.86901224805143	ENSG00000121211	Eto_vs_Mock	Down
-2.298390524736941	3.55696323166514	-16.81771705965251	3.629403951105007e-9	2.1139261679658276e-6	11.64416006371156	ENSG00000137807	Eto_vs_Mock	Down
-3.70989450531496	3.137024922393382	-16.657446874680694	4.0158204894957625e-9	2.227482700927493e-6	11.54893967205733	ENSG00000168078	Eto_vs_Mock	Down
-2.7495111197660616	1.7525626204310987	-16.62182346543972	4.1076560045082855e-9	2.227482700927493e-6	11.527627641267582	ENSG00000129810	Eto_vs_Mock	Down
-2.7788639165259945	1.5288653895280615	-16.504276284365105	4.4272690507127165e-9	2.3207744363836063e-6	11.456919892021602	ENSG00000024526	Eto_vs_Mock	Down
-2.108964571506553	1.3796267207749358	-16.365820913244082	4.838862244942859e-9	2.4547079891603675e-6	11.372871726178555	ENSG00000135476	Eto_vs_Mock	Down
-3.0368372002243356	1.769867689340725	-16.124359866281083	5.659833304707322e-9	2.7814543296821044e-6	11.224284908245966	ENSG00000112742	Eto_vs_Mock	Down
-2.127980736129844	1.681695973722346	-16.042788499788742	5.970483365052133e-9	2.80377862559962e-6	11.173502194049398	ENSG00000164109	Eto_vs_Mock	Down
-2.1592653842390166	3.1558289420367807	-16.004122426372515	6.124174766146304e-9	2.80377862559962e-6	11.149325641318036	ENSG00000146918	Eto_vs_Mock	Down
1.7374368018739303	0.43435920046848253	15.975642797153311	6.2401279343753476e-9	2.80377862559962e-6	11.131475002354872	ENSG00000252774	Eto_vs_Mock	Up
-3.0000198011047146	2.0538947190586176	-15.560120560377865	8.233673877967104e-9	3.5967432056919634e-6	10.866781585809886	ENSG00000117724	Eto_vs_Mock	Down
-2.5515032484425095	1.4373882489387135	-15.51712362015206	8.476585643091644e-9	3.6027779952232215e-6	10.838930023144425	ENSG00000169607	Eto_vs_Mock	Down
-3.950085808061816	3.4782730691879933	-15.364656749210587	9.402819611837034e-9	3.881323871462926e-6	10.739455202963722	ENSG00000117399	Eto_vs_Mock	Down
-4.403003397498991	3.7466486627976257	-15.330425070306955	9.625564732739038e-9	3.881323871462926e-6	10.716967007535303	ENSG00000175063	Eto_vs_Mock	Down
-2.6867560729052418	1.5352035878277361	-15.274831130410881	9.99963706912504e-9	3.905456000501624e-6	10.680323516515909	ENSG00000075218	Eto_vs_Mock	Down
-2.9576900128982913	4.033855833174716	-15.224809593116715	1.0349751135904378e-8	3.905456000501624e-6	10.647223716685271	ENSG00000088325	Eto_vs_Mock	Down
-2.8537497529330196	2.161694926916503	-15.213541789624122	1.0430443343575493e-8	3.905456000501624e-6	10.639750723884493	ENSG00000265415	Eto_vs_Mock	Down
-2.946895761156221	1.5660156184346172	-15.137237530260869	1.0995217850564416e-8	4.008008611234953e-6	10.588979535627274	ENSG00000109805	Eto_vs_Mock	Down
-2.519037451517433	5.6776680271755335	-15.087745066299247	1.1379273721299984e-8	4.008008611234953e-6	10.555893886937309	ENSG00000108106	Eto_vs_Mock	Down
-2.5592701469429735	4.248489076749907	-15.060573284557343	1.1596306930434086e-8	4.008008611234953e-6	10.537677627487135	ENSG00000100526	Eto_vs_Mock	Down
-2.790602427624675	6.443340626816259	-15.044868846960567	1.1723794742261722e-8	4.008008611234953e-6	10.527132349996815	ENSG00000173207	Eto_vs_Mock	Down
-3.9047579283529084	2.7130722451629206	-14.962092910107367	1.2421444824458462e-8	4.156162581051782e-6	10.47134470978316	ENSG00000135451	Eto_vs_Mock	Down
-2.53084901212198	2.682530574964302	-14.90860414744053	1.2896194310920529e-8	4.225115661115338e-6	10.435111206113206	ENSG00000198826	Eto_vs_Mock	Down
-1.997340271453368	1.4146244331278262	-14.745200219069241	1.4472955715735984e-8	4.644932685421716e-6	10.323515095168997	ENSG00000142731	Eto_vs_Mock	Down
-2.835609316703703	2.59101144472855	-14.680270636253203	1.5156668817085854e-8	4.699658834376321e-6	10.278788936035163	ENSG00000111665	Eto_vs_Mock	Down
1.6033352224169573	3.86074249052628	14.672467890274218	1.5241167528500087e-8	4.699658834376321e-6	10.273399307212362	ENSG00000164938	Eto_vs_Mock	Up
-2.2651847461296355	3.83062708733183	-14.449411459412056	1.7887087708506034e-8	5.409468101999344e-6	10.117970951834653	ENSG00000137804	Eto_vs_Mock	Down
-2.305826377474607	2.820830296485761	-14.40077713363396	1.8527945403788075e-8	5.497556026791911e-6	10.083730564456062	ENSG00000113368	Eto_vs_Mock	Down
-2.2132238625186567	3.101126256373159	-14.242372955667177	2.0794409023873612e-08	6.055794005730304e-6	9.971321917010027	ENSG00000203760	Eto_vs_Mock	Down
-3.1859783100639163	1.8682613415718676	-14.120440568686831	2.2744234753930474e-8	6.503197013460194e-6	9.883859808809039	ENSG00000093009	Eto_vs_Mock	Down
-2.0926851853262836	3.576596395208095	-13.97852478195508	2.5267366167689787e-8	7.095617863448028e-6	9.78102308465612	ENSG00000161800	Eto_vs_Mock	Down
-2.885555087044168	2.5796841626681033	-13.923076901882565	2.633448423916683e-8	7.265545599037502e-6	9.740536006309778	ENSG00000138160	Eto_vs_Mock	Down
-2.0235132760739436	3.6080639807674943	-13.859444675168856	2.7619830758828628e-8	7.488783767471361e-6	9.6938576509596	ENSG00000104889	Eto_vs_Mock	Down
-3.356088899293346	2.8588866085306446	-13.79363032176019	2.9021321536892464e-8	7.735411906596118e-6	9.64533489784855	ENSG00000011426	Eto_vs_Mock	Down
-2.4293790988435555	1.5349307723172372	-13.719559495363361	3.069168584249213e-8	8.04429085931719e-6	9.59042627139986	ENSG00000171241	Eto_vs_Mock	Down
-1.998512551569004	3.345548422887929	-13.645963374126902	3.245530132232358e-8	8.338708267800912e-6	9.535553745224917	ENSG00000140525	Eto_vs_Mock	Down
-1.9587169558622641	2.6379646724068393	-13.629069502176806	3.287548725700474e-8	8.338708267800912e-6	9.522913142486683	ENSG00000073111	Eto_vs_Mock	Down
-2.8736493792830444	2.6911534251029123	-13.604377403869625	3.350030035480958e-8	8.35186311571542e-6	9.504407467345544	ENSG00000111206	Eto_vs_Mock	Down
-1.6978105582508367	2.8912622655973577	-13.585390456383866	3.398952304500743e-8	8.35186311571542e-6	9.490153145109879	ENSG00000100749	Eto_vs_Mock	Down
-2.7945635068568397	2.1582234318687936	-13.346889925289378	4.084270413831921e-8	9.881421004295506e-6	9.309272875920431	ENSG00000129195	Eto_vs_Mock	Down
-1.4201059265227562	1.5807459703720168	-13.289925164720348	4.2692890781296515e-8	1.0172551521616197e-5	9.265563436177825	ENSG00000285600	Eto_vs_Mock	Down
-2.6520426354182267	2.189407375897519	-13.218823900290593	4.513101470800927e-8	1.0592990108927669e-5	9.210728750854148	ENSG00000156970	Eto_vs_Mock	Down
-2.19188059379184	2.9364141019036025	-13.188467288202435	4.621768288626227e-8	1.06885188392553e-5	9.18722245340576	ENSG00000187634	Eto_vs_Mock	Down
-1.8849706508037916	1.066292639286193	-13.128342753259027	4.8454780253815714e-8	1.1043476438717477e-5	9.14049740245978	ENSG00000163808	Eto_vs_Mock	Down
1.3449590022985185	3.8802674859463133	13.093374333536808	4.980976662200656e-8	1.1190119855681072e-5	9.113218742050517	ENSG00000065357	Eto_vs_Mock	Up
-2.0761339211366567	1.4951213059950008	-13.060846822349601	5.110717398599057e-8	1.1319879128220953e-5	9.087775623561676	ENSG00000122966	Eto_vs_Mock	Down
-2.090088274722311	1.8370586828116913	-13.013762855379246	5.305064090086981e-8	1.1587144150098314e-5	9.05082875569757	ENSG00000183856	Eto_vs_Mock	Down
-3.423921081284612	1.9659340329339048	-12.93934997326634	5.628776082256603e-8	1.2125771598570868e-5	8.992151367231926	ENSG00000148773	Eto_vs_Mock	Down
1.513532266178185	1.8303112349437083	12.900022122237836	5.8084739312130595e-8	1.2343792032737375e-5	8.96099771901056	ENSG00000198753	Eto_vs_Mock	Up
-3.3127752127360286	1.9036121961252885	-12.83563258210798	6.116277545106947e-8	1.2824610756580247e-5	8.909777685987958	ENSG00000186185	Eto_vs_Mock	Down
-1.4195464961123223	1.3545796111750368	-12.722514468099817	6.700780945262006e-8	1.386532646647241e-5	8.819147376683134	ENSG00000136982	Eto_vs_Mock	Down
-2.0496733810832417	1.3119909476213056	-12.631892932494145	7.212832553213929e-8	1.4720389285163264e-5	8.74593903036282	ENSG00000139734	Eto_vs_Mock	Down
-1.6633854655883527	4.4168428421042645	-12.6169585543227	7.301223224232065e-8	1.4720389285163264e-5	8.733822460504982	ENSG00000106268	Eto_vs_Mock	Down
-2.1589861066540537	2.8578069169925766	-12.58718092197544	7.480995622766196e-8	1.489191609666091e-5	8.709619200902534	ENSG00000123219	Eto_vs_Mock	Down
-1.3508578123396147	6.991468018029214	-12.570909495998427	7.581254650151378e-8	1.4902851328535071e-5	8.69636893485788	ENSG00000164032	Eto_vs_Mock	Down
-2.35587722962317	3.345076505329141	-12.454417454471411	8.343099028049362e-8	1.592452364481816e-5	8.600989986547265	ENSG00000233966	Eto_vs_Mock	Down
-2.2388851977006765	3.9795526695719925	-12.445876467645371	8.402139249682646e-8	1.592452364481816e-5	8.59396112084941	ENSG00000087586	Eto_vs_Mock	Down
-2.7242265660026415	2.1301541930481482	-12.445496190010216	8.404778472083856e-8	1.592452364481816e-5	8.593648054198383	ENSG00000127564	Eto_vs_Mock	Down
-2.093190294311227	1.4109963603810696	-12.384388437969212	8.840804998806825e-8	1.6240215218670753e-5	8.543213458831051	ENSG00000138778	Eto_vs_Mock	Down
-2.1737750968482574	2.2775609200272764	-12.38365332305376	8.846197507175764e-8	1.6240215218670753e-5	8.542605197822464	ENSG00000121152	Eto_vs_Mock	Down
-2.137956910828074	2.2035133578490274	-12.37829648779512	8.88560106945937e-8	1.6240215218670753e-5	8.538171646080784	ENSG00000188610	Eto_vs_Mock	Down
-2.0766032899214943	2.4569926149750123	-12.364967346323391	8.9844761797301e-8	1.6240215218670753e-5	8.52713138550195	ENSG00000075702	Eto_vs_Mock	Down
-1.7353451310822696	4.152872540492167	-12.31777532549717	9.344259677296037e-8	1.669861678240426e-5	8.487945695399567	ENSG00000010292	Eto_vs_Mock	Down
-1.955264623425433	2.0319041064807357	-12.291026220021894	9.55511093569846e-8	1.6883558940988085e-5	8.465666944153497	ENSG00000144554	Eto_vs_Mock	Down
-1.4431588228965708	3.6473170535346493	-12.276925322616414	9.668335974636872e-8	1.6893805726348826e-5	8.453902810976999	ENSG00000165501	Eto_vs_Mock	Down
-1.8914961747054173	2.065296109875071	-12.250570960910666	9.883875529655385e-8	1.7080640283446216e-5	8.431879076214244	ENSG00000092470	Eto_vs_Mock	Down
-1.5686214147095205	0.8678471345902297	-12.123179780025788	1.1001928500290885e-7	1.8806122564736354e-5	8.3247414723491	ENSG00000140451	Eto_vs_Mock	Down
-1.608562403774651	5.735867687968039	-12.093581578392474	1.1280892066505468e-7	1.9075624584716665e-5	8.299686542430386	ENSG00000183010	Eto_vs_Mock	Down
-1.629640793755557	3.1082741904152718	-12.004170647563885	1.2171251585956833e-7	2.0238274137237062e-5	8.223624229936139	ENSG00000142856	Eto_vs_Mock	Down
-1.7021962027791737	1.3334570189396282	-11.992077759533183	1.229741464324544e-7	2.0238274137237062e-5	8.213293167422506	ENSG00000102384	Eto_vs_Mock	Down
-1.4513953233082748	0.8997231288223455	-11.986646812439314	1.235453590979752e-7	2.0238274137237062e-5	8.208650066642377	ENSG00000231304	Eto_vs_Mock	Down
1.521070688447569	6.8685844552386	11.878333814849098	1.3556010734390003e-7	2.1977507712269816e-5	8.115607975153281	ENSG00000135919	Eto_vs_Mock	Up
-1.4694461248374795	1.1250707669852635	-11.839227651926754	1.402046852220076e-7	2.2220465874798538e-5	8.081807376135544	ENSG00000140534	Eto_vs_Mock	Down
-3.458555861148997	2.637177200078729	-11.835805615259732	1.4061925471219186e-7	2.2220465874798538e-5	8.07884432738377	ENSG00000101057	Eto_vs_Mock	Down
-2.2885179586948374	1.2262087369209256	-11.830229520392933	1.4129763369450933e-7	2.2220465874798538e-5	8.074014313229824	ENSG00000165480	Eto_vs_Mock	Down
-3.1630497559750075	1.6447914738618508	-11.7986149122425	1.4521156678430227e-7	2.260987226980136e-5	8.04658690136818	ENSG00000154839	Eto_vs_Mock	Down
-2.1028142947683213	5.624135916415143	-11.775971318731033	1.4808711206715751e-7	2.2754124209359167e-5	8.02689746909721	ENSG00000176046	Eto_vs_Mock	Down
-1.5562950993421767	1.8709700822057775	-11.768635929648395	1.4903184494238802e-7	2.2754124209359167e-5	8.020511028573978	ENSG00000138182	Eto_vs_Mock	Down
-1.7799963412379634	2.1585772984045715	-11.732929452756952	1.5372484712889402e-7	2.3244970634124877e-5	7.989367325824541	ENSG00000164087	Eto_vs_Mock	Down
-1.9575017631842044	3.1947063548825727	-11.689937518797787	1.5958920634270296e-7	2.390190341852711e-5	7.951744485145583	ENSG00000166451	Eto_vs_Mock	Down
-1.9644673962707673	2.2877211849770243	-11.661936927389497	1.635388993097824e-7	2.411865058930718e-5	7.9271672136363405	ENSG00000091651	Eto_vs_Mock	Down
-2.513016156115925	2.64165453893508	-11.657992540325909	1.6410375257890554e-7	2.411865058930718e-5	7.92370038527137	ENSG00000076382	Eto_vs_Mock	Down
-1.465873415612329	0.9776048686695504	-11.62655111507309	1.6868270194442054e-7	2.4562075655351456e-5	7.896024257131988	ENSG00000165244	Eto_vs_Mock	Down
-1.3457412923499383	7.0616564255817575	-11.587354431534829	1.745861292773502e-7	2.5188453844179902e-5	7.861418235908716	ENSG00000189403	Eto_vs_Mock	Down
-2.3570112400660035	1.5565008095371606	-11.524428953929208	1.8453725354230953e-7	2.6242007403626896e-5	7.805621249400983	ENSG00000066279	Eto_vs_Mock	Down
-1.5460811175520306	0.8134917664589423	-11.511747043546281	1.8661633092123787e-7	2.6242007403626896e-5	7.794339834435665	ENSG00000267374	Eto_vs_Mock	Down
-3.5846505892350606	4.044091476582667	-11.510061163929706	1.868946222310958e-7	2.6242007403626896e-5	7.7928392140836875	ENSG00000164104	Eto_vs_Mock	Down
-1.7231559522902569	1.9763708294677624	-11.426586307578173	2.012531107716471e-7	2.800802141588427e-5	7.7182671791544495	ENSG00000163507	Eto_vs_Mock	Down
-1.6182806601180546	1.451952478483845	-11.400379320837725	2.0600434154266205e-7	2.835172300564667e-5	7.6947455032368	ENSG00000154920	Eto_vs_Mock	Down
-1.5464644929412497	1.381755026811826	-11.393192116249857	2.0732850983399257e-7	2.835172300564667e-5	7.6882855312069625	ENSG00000183763	Eto_vs_Mock	Down
-1.2467903985353628	6.713966705187284	-11.38060949992402	2.0966900430003637e-7	2.842461001398596e-5	7.676966517116109	ENSG00000136938	Eto_vs_Mock	Down
-2.223781183694847	3.4517846191125643	-11.352878761078545	2.1492898652212334e-7	2.888866018843514e-5	7.651977566944438	ENSG00000079616	Eto_vs_Mock	Down
-1.4133047529858573	2.34754702417537	-11.319968091977529	2.2135790345348056e-7	2.9500630421266404e-5	7.622243735493098	ENSG00000006634	Eto_vs_Mock	Down
-1.37227219748502	6.425826409694802	-11.300411851756817	2.2527665368164696e-7	2.977059374619815e-5	7.604535469475944	ENSG00000149136	Eto_vs_Mock	Down
-1.351053269541313	3.6863259222174882	-11.183659357412571	2.5029431671015246e-7	3.280107020486548e-5	7.498194263125668	ENSG00000006704	Eto_vs_Mock	Down
-1.1210565262536418	5.681010965221155	-11.16805827229443	2.538593283162649e-7	3.2809958463341785e-5	7.483903262447167	ENSG00000106355	Eto_vs_Mock	Down
-1.4878705558574268	3.084481852948026	-11.165128884541657	2.545348424601105e-7	3.2809958463341785e-5	7.481217721988831	ENSG00000153044	Eto_vs_Mock	Down
-3.512042477851084	4.119868088118659	-11.148768223607682	2.5834360814936053e-7	3.303017546143775e-5	7.466206461976838	ENSG00000167900	Eto_vs_Mock	Down
-1.537112922877843	4.810569842237443	-11.044969491063457	2.8399509812634683e-7	3.601699123495912e-5	7.370472754162088	ENSG00000143401	Eto_vs_Mock	Down
-1.8916421498272142	1.6792869429982247	-11.026797961921522	2.8876333458821337e-7	3.632873759787395e-5	7.3536244485529005	ENSG00000231864	Eto_vs_Mock	Down
-1.5022073126829207	4.948497471335762	-10.994016217347971	2.975862542182314e-7	3.714159868123736e-5	7.323162550592236	ENSG00000259781	Eto_vs_Mock	Down
-1.4543201549925109	1.3410110181379769	-10.896246764655722	3.2568124314421143e-7	4.0328056926660384e-5	7.231794586033142	ENSG00000138376	Eto_vs_Mock	Down
-2.5660397666616372	3.29648243876665	-10.882370422597079	3.2989640886877374e-7	4.0530866608362e-5	7.218763627685033	ENSG00000100297	Eto_vs_Mock	Down
-2.757669978632827	2.684861747642075	-10.841707027311001	3.42592753706007e-7	4.176444685876486e-5	7.18048653195821	ENSG00000146670	Eto_vs_Mock	Down
-2.0988293966008262	1.6953286508925174	-10.80703944221976	3.5383560054518256e-7	4.280322041671954e-5	7.147745795186737	ENSG00000111247	Eto_vs_Mock	Down
-2.4125196736781938	2.8065388543155407	-10.782737224418794	3.61955029423792e-7	4.3451181623805745e-5	7.124735018961734	ENSG00000156802	Eto_vs_Mock	Down
1.0043436454609393	0.31665086383517294	10.759953302389698	3.697508022883471e-7	4.405076603626172e-5	7.103117314088135	ENSG00000249156	Eto_vs_Mock	Up
-1.4487856902949807	4.016550334206545	-10.732821483499908	3.792723838982382e-7	4.45334055954839e-5	7.077317857375864	ENSG00000293339	Eto_vs_Mock	Down
-2.177401558804607	2.227238165906511	-10.73227852189496	3.7946562061521315e-7	4.45334055954839e-5	7.076800931795396	ENSG00000112029	Eto_vs_Mock	Down
-2.086387875748918	3.5717196959490325	-10.692832307824064	3.9379378109785246e-7	4.587260001144317e-5	7.039180207959249	ENSG00000113810	Eto_vs_Mock	Down
-1.4933800198163472	1.349779092586404	-10.625481175410608	4.1963114491092324e-7	4.852293665344984e-5	6.974643474027395	ENSG00000285948	Eto_vs_Mock	Down
1.5472894266152948	4.08166172339968	10.585845546353289	4.356904384085963e-7	4.964278764883901e-5	6.9364846574589185	ENSG00000033100	Eto_vs_Mock	Up
-1.1557126451443236	2.7747408255846526	-10.583281991931962	4.3675180354739543e-7	4.964278764883901e-5	6.934012021144334	ENSG00000205084	Eto_vs_Mock	Down
-2.0930246741343543	2.204252994448181	-10.559114941903227	4.4689626036003506e-7	5.019921850301365e-5	6.910674528556247	ENSG00000035499	Eto_vs_Mock	Down
-3.0720859890502283	2.9492323824932716	-10.478841028386576	4.824668168498235e-7	5.3810447955888835e-5	6.832796999094598	ENSG00000171848	Eto_vs_Mock	Down
-1.5551039281087995	2.607880344664726	-10.443482379934661	4.990975349756652e-7	5.5273294612868394e-5	6.798317722188108	ENSG00000184661	Eto_vs_Mock	Down
-1.0628585916456268	2.5401066780016484	-10.380085157752475	5.304916803710765e-7	5.8228161983377014e-5	6.736225334828661	ENSG00000204410	Eto_vs_Mock	Down
1.4846653346441663	6.730121278956975	10.374596116309604	5.333087662166461e-7	5.8228161983377014e-5	6.730832775885941	ENSG00000086061	Eto_vs_Mock	Up
1.5048935164336368	2.4765475165662516	10.367669271090797	5.368869062437789e-7	5.8228161983377014e-5	6.724023922453454	ENSG00000114268	Eto_vs_Mock	Up
1.3444436987159203	3.0860874085874275	10.358262995868161	5.41787508296369e-7	5.8357194215539034e-5	6.714771144393045	ENSG00000248583	Eto_vs_Mock	Up
-1.214636205603444	4.164873972957831	-10.317243653676622	5.637317506295394e-7	6.030779258775604e-5	6.674330358538929	ENSG00000177917	Eto_vs_Mock	Down
-2.4205327414471003	3.036691181179732	-10.299955271002101	5.732672507511321e-7	6.0724097466215935e-5	6.657241428377858	ENSG00000122952	Eto_vs_Mock	Down
-1.243266787986033	5.735542847736197	-10.29622780468231	5.753459571706839e-7	6.0724097466215935e-5	6.653553506189254	ENSG00000140859	Eto_vs_Mock	Down
-1.975853042620586	3.699133129945343	-10.252608112780955	6.002875058334091e-7	6.293414211157461e-5	6.610305123796301	ENSG00000077942	Eto_vs_Mock	Down
-1.8202353212001934	2.712626987910142	-10.239414563724392	6.080602771174626e-7	6.32540586631239e-5	6.597190608030016	ENSG00000149929	Eto_vs_Mock	Down
-1.4212398613925408	3.7005454833033418	-10.232559300670534	6.12141910219232e-7	6.32540586631239e-5	6.590370291863196	ENSG00000197905	Eto_vs_Mock	Down
-1.3731324537694127	3.5194389455269786	-10.227113052877419	6.154057595992597e-7	6.32540586631239e-5	6.5849488223757175	ENSG00000167186	Eto_vs_Mock	Down
-1.3839320954652967	4.661540991131402	-10.21195018372338	6.245922880601745e-7	6.368167019083756e-5	6.569840995817079	ENSG00000167325	Eto_vs_Mock	Down
-1.579380801683187	1.230159772881564	-10.206932424982142	6.276649421073269e-7	6.368167019083756e-5	6.564836929002685	ENSG00000197299	Eto_vs_Mock	Down
-2.157657928460001	3.0553866436829034	-10.158188796017463	6.583797551771733e-7	6.617193380228413e-5	6.516108908138425	ENSG00000013810	Eto_vs_Mock	Down
1.1030985553401065	4.6088047421252565	10.154722207655137	6.606253088489514e-7	6.617193380228413e-5	6.512635301424711	ENSG00000196562	Eto_vs_Mock	Up
-1.7033521879063653	1.778972073868566	-10.110026154550882	6.903327793442778e-7	6.870995751878553e-5	6.467751675128997	ENSG00000152253	Eto_vs_Mock	Down
-2.32306119490812	1.2992210559551665	-10.056253139998084	7.280036971531434e-7	7.155366338393958e-5	6.41351314403309	ENSG00000065328	Eto_vs_Mock	Down
-2.2918433818481505	1.4023720137867135	-10.020838616002804	7.54025552526642e-7	7.365096794431038e-5	6.377648129525981	ENSG00000174371	Eto_vs_Mock	Down
-1.4112912576227608	6.980757029290477	-9.993328571371912	7.749340290603692e-7	7.522600333952695e-5	6.349708876508569	ENSG00000136068	Eto_vs_Mock	Down
-1.5308948760847816	4.294688312770407	-9.971267332701157	7.921546973468046e-7	7.642591883727516e-5	6.327253179480938	ENSG00000131652	Eto_vs_Mock	Down
-1.4024622650414773	2.110097858208899	-9.960471851135361	8.00732023115784e-7	7.678238899706597e-5	6.316248328358102	ENSG00000131351	Eto_vs_Mock	Down
-1.6736679520404778	1.7735976702601512	-9.950746449819142	8.085452422817637e-7	7.706171200074555e-5	6.306325097547286	ENSG00000163535	Eto_vs_Mock	Down
-1.7841210681811568	1.6511918272451316	-9.923753306579442	8.306666356268115e-7	7.869315368594722e-5	6.278737022284921	ENSG00000143476	Eto_vs_Mock	Down
-2.03030067829829	2.6717986600973624	-9.879385277409039	8.684630769581041e-7	8.111705924954524e-5	6.233244135803544	ENSG00000198056	Eto_vs_Mock	Down
-1.9796573813735383	1.4356490198788687	-9.875651979624894	8.717272677841247e-7	8.111705924954524e-5	6.229407824637307	ENSG00000171320	Eto_vs_Mock	Down
-1.8383641434837048	3.087827726171735	-9.862376258712558	8.834428098923775e-7	8.172365663745606e-5	6.215755240365023	ENSG00000235823	Eto_vs_Mock	Down
1.0681345976235668	2.1060208949805275	9.81524144364962	9.264345576652989e-7	8.38411368976191e-5	6.167149051424819	ENSG00000132357	Eto_vs_Mock	Up
-1.1019714604981663	2.309783705697924	-9.81393440278567	9.276585158454612e-7	8.38411368976191e-5	6.165798236758103	ENSG00000121957	Eto_vs_Mock	Down
-1.0535885409232502	1.1593251715294959	-9.800513179924152	9.403283276560657e-7	8.450059017553879e-5	6.151918220707935	ENSG00000172167	Eto_vs_Mock	Down
-1.057009084403174	1.80796665904012	-9.780426070183749	9.596419382155317e-7	8.57461881839628e-5	6.131112714171203	ENSG00000205208	Eto_vs_Mock	Down
