"SYMBOL","ENTREZID","GENENAME","GSM1399027_LIliana_06-29-12-90609_Veh.CEL.gz","GSM1399028_LIliana_06-29-12-100609_CBD.CEL.gz","GSM1399029_LIliana_06-29-12-11CC4121_Veh.CEL.gz","GSM1399030_LIliana_06-29-12-12CC4121_CBD.CEL.gz","GSM1399031_Liliana_10-20-2011-84121T3_VEH.CEL.gz","GSM1399032_Liliana_10-20-2011-94121T3_CBD.CEL.gz"
"AADACL3","126767","arylacetamide deacetylase like 3",5.77364586058335,5.99784987723868,6.05933646794488,6.18540513148633,5.58386219781186,5.49960174284832
"AADACL4","343066","arylacetamide deacetylase like 4",5.13749148854738,5.46245788196941,5.15764345788586,5.40409597542197,5.24352118251318,5.13791353407238
"AADAT","51166","aminoadipate aminotransferase",10.5979043530346,10.3718794569209,10.2793294414526,10.3745668731306,10.1324620329923,10.1590062793685
"AAGAB","79719","alpha and gamma adaptin binding protein",8.47288410078737,8.64539646656914,8.11635877395558,8.53520439320837,8.65350907943742,8.9268894888013
"AAK1","22848","AP2 associated kinase 1",9.20447780322094,9.45749868787824,9.81940045332669,10.6854466241374,10.3953564427913,10.997468822951
"AAMDC","28971","adipogenesis associated Mth938 domain containing",7.52458273780308,7.70761922700841,6.97574571667473,7.2345339396403,7.09354006332021,7.43734530862687
"AAMP","14","angio associated migratory cell protein",9.67222868490309,9.68653966632201,9.27259812895818,9.34976048154773,10.0025523401252,10.1313478392853
"AANAT","15","aralkylamine N-acetyltransferase",6.53710094070416,6.6347682560567,6.94666982935503,6.80540282779543,6.53101968702252,6.42426469352363
"AAR2","25980","AAR2 splicing factor",10.2994371104807,10.4295571542223,10.0455610466565,10.1540008976759,9.81782290450957,10.0428769040774
"AARD","441376","alanine and arginine rich domain containing protein",6.23235942026462,6.11664547578164,6.23052100919222,6.39014760723325,6.81680762283914,6.82972745747455
"AARS1","16","alanyl-tRNA synthetase 1",10.8767188313759,11.3729227648176,11.5914211262061,12.0793610434896,10.4841491755663,11.3573367904082
"AARS2","57505","alanyl-tRNA synthetase 2, mitochondrial",7.65516692468155,7.50401496664686,7.64158805753351,7.6839055048149,7.62743627279208,7.7069784697786
"AASDH","132949","aminoadipate-semialdehyde dehydrogenase",8.11497323405116,7.82251905296308,7.65003517601421,7.6773770238193,8.34981786360201,8.2341915908451
"AASDHPPT","60496","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase",10.9565710871304,10.8549165491795,10.6245417170608,10.3037083260834,10.5655047348739,10.6483035474366
"AASS","10157","aminoadipate-semialdehyde synthase",10.5600499267597,10.54017574938,10.7883749213001,10.6186997275086,10.619021690807,10.2449733536556
"AATBC","284837","apoptosis associated transcript in bladder cancer",6.90934871527133,6.95400405486864,7.09562218821413,7.14592491335772,6.90963425666461,6.68957078091888
"AATF","26574","apoptosis antagonizing transcription factor",11.1368851960232,11.2495552014243,10.7596515442898,10.8979537612772,10.4106247782536,10.5323832316587
"AATK","9625","apoptosis associated tyrosine kinase",7.50162587054699,7.44119430993207,7.92087277851172,7.83899460877185,7.59231883848211,7.46852222594417
"ABAT","18","4-aminobutyrate aminotransferase",9.9937154452136,9.54123584707614,9.95948698446021,8.6380248763525,11.6969217641718,10.7553543687856
"ABCA1","19","ATP binding cassette subfamily A member 1",7.8118434204381,8.56223749278923,9.36503755119247,10.4083132257138,9.0664329888645,9.89739516019268
"ABCA10","10349","ATP binding cassette subfamily A member 10",4.77750895692606,4.7956595663114,4.9326373080898,4.7737930336449,4.96380157275595,5.1997410458144
"ABCA11P","79963","ATP binding cassette subfamily A member 11, pseudogene",6.39983875957882,6.25031545238084,5.71035237343394,6.13890243178181,6.77850309693963,6.3680450122124
"ABCA12","26154","ATP binding cassette subfamily A member 12",6.012176485357,6.19057999477893,5.8710735646567,5.75964542069516,5.80964778763095,5.85749065914026
"ABCA13","154664","ATP binding cassette subfamily A member 13",6.12667181649942,6.40873877920589,6.85830489217825,6.67267469204411,6.606042980042,7.38013358792618
"ABCA2","20","ATP binding cassette subfamily A member 2",8.17023518983009,8.1547956427164,8.8583333849162,8.47863410796829,10.3425595467812,10.1265305611777
"ABCA3","21","ATP binding cassette subfamily A member 3",9.02556633122368,9.16900093867154,9.25142841468334,9.11559934810814,10.1691958089481,10.2587862548749
"ABCA4","24","ATP binding cassette subfamily A member 4",5.74233150079748,5.89170567112992,5.92577963970892,6.12065921947522,5.4874645668921,5.70309247813972
"ABCA5","23461","ATP binding cassette subfamily A member 5",5.2630122512808,5.42660873194879,5.74053535118403,6.40852141112365,8.59991757844484,8.49400486116614
"ABCA6","23460","ATP binding cassette subfamily A member 6",4.76956199998163,5.03229096588346,5.68674788458803,5.37451520090533,4.98271382178006,5.25760302075665
"ABCA7","10347","ATP binding cassette subfamily A member 7",6.88059900561894,7.08948866438012,7.24938439405992,7.4001909872988,7.0337843311598,6.72318049396372
"ABCA8","10351","ATP binding cassette subfamily A member 8",7.85002793657358,7.54983803203246,9.17620834335277,7.95406645428774,7.2478197833345,7.16077102685798
"ABCA9","10350","ATP binding cassette subfamily A member 9",4.82600602670869,4.89144073930712,5.08678203705638,5.01973950975524,5.15961280053672,5.17910480618378
"ABCB1","5243","ATP binding cassette subfamily B member 1",5.41829753619882,5.60091932951119,5.81639810601271,5.84684692020411,6.80789520808995,7.48236967506965
"ABCB10","23456","ATP binding cassette subfamily B member 10",9.10314891647629,9.05536222863701,8.96068775926119,8.5436014836732,8.93348898747668,8.96986138591732
"ABCB11","8647","ATP binding cassette subfamily B member 11",5.19732194373211,5.19119299197727,5.01551800189004,5.53236647341363,4.87912625855401,5.00727112978924
"ABCB4","5244","ATP binding cassette subfamily B member 4",7.96472299424947,7.82177391547797,8.48806921375819,8.28041704302729,8.46893738494241,8.74991246703856
"ABCB5","340273","ATP binding cassette subfamily B member 5",4.71292284894028,4.76879543317342,5.13053348495638,5.01108388950169,4.43655968095857,4.65899369714418
"ABCB6","10058","ATP binding cassette subfamily B member 6 (Langereis blood group)",8.7219227446441,8.7385715240316,8.07011763548293,8.83475145356857,9.17308967878193,9.71507909312967
"ABCB7","22","ATP binding cassette subfamily B member 7",10.5851544372908,10.511912807115,9.78016222010995,9.6870971515549,9.70639248122186,9.53573770402941
"ABCB8","11194","ATP binding cassette subfamily B member 8",7.99537098706961,7.84455378694263,8.1131592949819,7.99289148268458,8.30328477654716,8.16459712472862
"ABCB9","23457","ATP binding cassette subfamily B member 9",7.12879995124634,7.15674952620709,7.12883031303464,7.01861395346254,7.33972371868273,7.09196167153654
"ABCC1","4363","ATP binding cassette subfamily C member 1",8.00372814315845,8.21694643939437,8.91111807612461,9.49265470908356,9.11243371497944,9.6205025853113
"ABCC10","89845","ATP binding cassette subfamily C member 10",8.09857635090087,8.13976358289349,8.41127159702654,8.61623107843886,8.24378105657473,8.12879326247198
"ABCC11","85320","ATP binding cassette subfamily C member 11",6.29846021978077,6.55352105721425,6.4937410282748,6.44312158075321,6.38759543186029,6.1198334657712
"ABCC12","94160","ATP binding cassette subfamily C member 12",5.78676485315585,5.72950745502852,5.90623160858325,5.9241548678834,5.38782017011379,5.55688860325036
"ABCC13","150000","ATP binding cassette subfamily C member 13 (pseudogene)",4.74830641352567,4.5578066040543,4.86519444969963,4.77096363381672,4.48918180744195,4.5229958088642
"ABCC2","1244","ATP binding cassette subfamily C member 2",6.25108739433957,6.48907347426011,6.13695529351793,6.03479571265149,5.81697515470765,6.44163562801674
"ABCC3","8714","ATP binding cassette subfamily C member 3",6.31695737960873,6.4998775288953,6.79162763740313,7.24401170307007,5.95244443938611,6.144635938454
"ABCC4","10257","ATP binding cassette subfamily C member 4",9.55275133098301,9.77642803540516,9.23049814241533,8.86598863816558,8.71198544711393,8.9298125463029
"ABCC5","10057","ATP binding cassette subfamily C member 5",8.36056880359611,8.05315049915743,8.70650593949099,8.47419571931814,9.59274205832132,9.15782659135216
"ABCC6","368","ATP binding cassette subfamily C member 6",6.94510307086705,7.20926881708261,7.38628671948546,7.44064796105172,6.58855173868835,6.39314177265795
"ABCC6P2","730013","ATP binding cassette subfamily C member 6 pseudogene 2",8.36685541038744,8.48574797851728,8.94355341628093,8.63117302652883,7.71687596787904,7.89980957436797
"ABCC8","6833","ATP binding cassette subfamily C member 8",7.07669312845003,7.15735466513737,7.49047670664995,7.35235169561998,7.29155770203276,7.11972611581904
"ABCC9","10060","ATP binding cassette subfamily C member 9",4.79875597849238,4.92089793063657,4.9552480930212,5.01766136064063,4.8890233991004,4.89178802570785
"ABCD1","215","ATP binding cassette subfamily D member 1",7.72064796581911,7.62535307059506,8.0773217436674,7.97048717303554,8.4974823795425,8.68299568783846
"ABCD2","225","ATP binding cassette subfamily D member 2",7.98366603691063,7.28435506567644,7.03862855719573,5.9745410984816,8.6255254406056,7.75896029739208
"ABCD3","5825","ATP binding cassette subfamily D member 3",10.7240094400281,10.6042043737699,9.77039943320292,9.51789408926983,10.4454879736634,10.1326625005609
"ABCD4","5826","ATP binding cassette subfamily D member 4",8.63394038097367,8.67009796226646,8.4739489398665,8.53542802525758,8.25497036420674,8.3284275661359
"ABCE1","6059","ATP binding cassette subfamily E member 1",10.4329509374903,10.3518888223866,9.53809723777924,9.67633184663082,9.69413753315972,9.85523921127369
"ABCF1","23","ATP binding cassette subfamily F member 1",10.0983867615914,10.2185784167163,10.3576767457126,10.2881374603635,10.0552980165282,9.98476104495939
"ABCF2-H2BK1","114483834","ABCF2-H2BK1 readthrough",9.87634123069122,10.0186267521463,9.96951674364892,10.2189832553722,9.63158034909694,9.85131685157125
"ABCF3","55324","ATP binding cassette subfamily F member 3",9.97339700041404,9.8708055863475,9.79604350418358,10.1890683302065,11.370241921526,11.5061890011214
"ABCG1","9619","ATP binding cassette subfamily G member 1",8.22334895308299,7.59431187548231,7.66685681946527,7.51847401860011,7.15451738485259,7.77597044977241
"ABCG2","9429","ATP binding cassette subfamily G member 2 (Junior blood group)",7.82426152325943,7.99125923025538,8.39487256384924,7.63355288975023,6.65204878679296,6.95471163453735
"ABCG4","64137","ATP binding cassette subfamily G member 4",7.15541302370566,7.17099780690311,7.32223244163962,7.42520387671758,7.62272119476407,7.6274841114783
"ABCG5","64240","ATP binding cassette subfamily G member 5",5.83896981297329,5.88005629764075,5.9754656938421,5.97505822979886,5.48613602416963,5.45810106243708
"ABCG8","64241","ATP binding cassette subfamily G member 8",6.47304982687574,6.30267934899738,6.74954303925161,6.60597942422917,6.19116122414138,6.26085000387009
"ABHD1","84696","abhydrolase domain containing 1",6.95454969977191,6.895474623947,7.35602583298984,7.3384088375025,6.80179880326737,6.82258244979951
"ABHD10","55347","abhydrolase domain containing 10, depalmitoylase",10.2660390348352,9.91600227371128,9.08042707306984,8.71444471700519,8.48451608371705,8.78167021617697
"ABHD11","83451","abhydrolase domain containing 11",9.92233203582806,9.95710895447677,9.76100796954756,9.8665363545548,9.51344654141832,9.72240514346978
"ABHD12","26090","abhydrolase domain containing 12, lysophospholipase",10.19525637099,10.2104514277383,10.4059591122155,10.355426312697,10.0423202765829,10.1585186622482
"ABHD12B","145447","abhydrolase domain containing 12B",5.63929385755085,5.43509630779024,5.80831549447008,5.52989126637389,5.60387097546556,5.3813708632553
"ABHD13","84945","abhydrolase domain containing 13",10.7352102640136,10.9068366567163,10.221388609691,10.2901399394121,9.97240794010359,10.2828706671973
"ABHD14A-ACY1","100526760","ABHD14A-ACY1 readthrough",10.1763249133004,9.93351065743825,10.0490820652167,8.86040217645646,10.8937557452734,10.3794714936175
"ABHD14B","84836","abhydrolase domain containing 14B",8.19268163826418,8.36704957010329,8.79406539261994,9.00629662038973,8.35489070981916,8.50370528987663
"ABHD15","116236","abhydrolase domain containing 15",8.36006642832887,8.21990365402477,8.62007111433665,8.32211435865793,8.227772504084,8.15022704069986
"ABHD16A","7920","abhydrolase domain containing 16A, phospholipase",9.18784121604272,9.10525439851303,9.15676674732655,9.04619773194344,9.29732489595102,9.35184822214413
"ABHD16B","140701","abhydrolase domain containing 16B",6.74899930661123,6.82920197867624,7.20323291248685,7.13483293350497,6.58498390278285,6.80070492331921
"ABHD17A","81926","abhydrolase domain containing 17A, depalmitoylase",9.83575317583492,9.90654698675125,10.1070412137056,9.82483711363873,10.1073980784181,10.0190603396186
"ABHD17B","51104","abhydrolase domain containing 17B, depalmitoylase",9.11495653877961,8.96543999955097,8.676529557188,8.01942306081233,8.60247822863,8.61961126660973
"ABHD17C","58489","abhydrolase domain containing 17C, depalmitoylase",9.64812902870497,9.82161017263309,9.67898082630234,9.79344228170827,9.75614785720935,9.56383999644596
"ABHD18","80167","abhydrolase domain containing 18",8.37305893445509,8.12513303812253,8.32341281159133,8.7559853885002,8.33357616634026,8.62979006975227
"ABHD2","11057","abhydrolase domain containing 2, acylglycerol lipase",10.2837492179282,10.3744135689082,10.7941122148507,10.4325547419947,11.06451889184,11.0688826366703
"ABHD3","171586","abhydrolase domain containing 3, phospholipase",9.01818758359885,8.85953534360894,8.78213059880708,8.48267222537212,8.34535555844643,8.60365633287625
"ABHD4","63874","abhydrolase domain containing 4, N-acyl phospholipase B",10.2837010759203,10.217891491796,10.0174862023888,10.6851748989679,10.1433627281869,10.4845065186368
"ABHD5","51099","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",10.5054695501641,10.6465487228218,10.2165998171408,11.1057899547318,10.8842864721935,11.1709175015254
"ABHD6","57406","abhydrolase domain containing 6, acylglycerol lipase",8.89979344830522,9.06011279141744,9.50924430880001,9.36482430329196,9.07769269879743,9.55579658694419
"ABHD8","79575","abhydrolase domain containing 8",7.53464366873432,7.66986189314353,8.2780391395559,8.2179969011774,8.00775022331444,8.13074686333039
"ABI1","10006","abl interactor 1",10.8200705718494,10.852392155461,10.7463561214765,10.9425864380971,9.31029702534152,9.71619001677813
"ABI2","10152","abl interactor 2",11.7180841118369,11.8365559620312,11.4929019036282,11.3829914120926,12.0903516778528,11.7653880517253
"ABI3","51225","ABI family member 3",6.86766812664683,6.79794936576357,7.14648413022225,7.07081576841873,6.56392939233443,6.54334281182555
"ABI3BP","25890","ABI family member 3 binding protein",5.25757671826054,5.19700425648754,5.76816627904877,5.61629538707045,6.470675361514,6.57566697989683
"ABITRAM","54942","actin binding transcription modulator",9.90188646219288,9.98486037440148,9.80274621817151,10.331511100088,9.49469718598986,9.6841666377716
"ABL1","25","ABL proto-oncogene 1, non-receptor tyrosine kinase",9.93050535752578,9.81649527425105,10.2298560294443,10.0614273727795,10.670513704101,10.5879500083205
"ABL2","27","ABL proto-oncogene 2, non-receptor tyrosine kinase",8.59657285865692,8.66968653667707,9.11894926760364,9.64785658442312,9.27057381943537,9.37974783644477
"ABLIM1","3983","actin binding LIM protein 1",8.51164182102491,8.36371313368982,8.78749498929943,8.7890230380128,8.9409724342662,8.67258397804124
"ABLIM2","84448","actin binding LIM protein family member 2",7.08458986283076,7.0979739184435,7.34139614057346,7.1973965427214,7.37651958681005,7.10430157588614
"ABLIM3","22885","actin binding LIM protein family member 3",6.67189781272863,6.6804035811307,7.48769249497352,8.04423353927132,8.17970986170755,9.10058612801423
"ABO","28","ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",7.16487195510225,7.32160127266919,7.37186015864676,7.52956592563271,6.9708320732182,6.87027899167125
"ABR","29","ABR activator of RhoGEF and GTPase",9.8878945885035,10.1198571234575,10.3841876790524,10.2140182572158,10.9446937017053,11.2869216758889
"ABRA","137735","actin binding Rho activating protein",6.14615881624539,6.34230284194479,6.39949202653288,6.62523622629778,6.30518468135667,6.13078806104564
"ABRACL","58527","ABRA C-terminal like",9.09768969490275,9.01783158003891,8.60969285779321,7.7810730938055,8.86025253227661,9.18040655307772
"ABRAXAS1","84142","abraxas 1, BRCA1 A complex subunit",9.20278096489901,8.93189664236874,8.54539215819775,8.60348118062125,7.7835318034055,8.34757607533561
"ABRAXAS2","23172","abraxas 2, BRISC complex subunit",10.0158727343756,9.98707284866041,9.33190376626698,9.62061190704473,8.74968708794954,9.04414834301457
"ABT1","29777","activator of basal transcription 1",8.94622002059594,8.99790222047253,8.40748182175603,8.2646383934587,8.11623628971584,8.61302926388636
"ABTB1","80325","ankyrin repeat and BTB domain containing 1",7.44878536817718,7.47686915534287,7.65603456983022,7.81443336878489,7.46928766960242,7.40483504747706
"ABTB2","25841","ankyrin repeat and BTB domain containing 2",8.02916009804331,7.96418849671004,7.86513521882944,7.59979111121079,7.33214333131667,7.44896598821709
"ABTB3","121551","ankyrin repeat and BTB domain containing 3",4.79228135557498,4.4470499051954,4.85227037350174,4.55443237273323,4.01071873732415,4.33839621981356
"ACAA1","30","acetyl-CoA acyltransferase 1",6.09202531769392,6.10602727057385,6.71730167242661,5.5221536479114,6.52179900765553,6.12129157788214
"ACAA2","10449","acetyl-CoA acyltransferase 2",9.18666262064382,9.04619786772334,8.5317769016486,8.42826090296578,8.48117457342568,8.4817359812381
"ACACA","31","acetyl-CoA carboxylase alpha",10.1000109438852,9.99509190875024,9.59956261451507,9.41441417532521,9.55406732591756,9.31194205785306
"ACACB","32","acetyl-CoA carboxylase beta",7.00670871888965,6.76673357490179,7.44276317911988,7.19310397102031,7.01886464687593,6.53344283806391
"ACAD10","80724","acyl-CoA dehydrogenase family member 10",8.02511573926413,7.83080883793283,8.07551693475919,7.85483490487365,8.56829102780509,8.28567000237993
"ACAD11","84129","acyl-CoA dehydrogenase family member 11",8.4144312314336,8.21640553375629,8.08009959287011,8.99248004257048,7.46241670623052,8.03881189647934
"ACAD8","27034","acyl-CoA dehydrogenase family member 8",10.4490063292575,10.1878722386323,9.7529283388206,9.62090183265993,9.79108114750526,9.48171759290905
"ACAD9","28976","acyl-CoA dehydrogenase family member 9",10.6501629580941,10.6799417531529,10.4812660168085,10.3663850188621,9.27634106028005,9.35018535350399
"ACADL","33","acyl-CoA dehydrogenase long chain",5.57915163272254,5.57352778538195,5.97867048768981,5.7104140699607,5.9603324504877,5.43051109749468
"ACADM","34","acyl-CoA dehydrogenase medium chain",11.5610526335424,11.5057992770103,10.709354516457,10.4486879484307,10.7542732994487,10.5917743298567
"ACADS","35","acyl-CoA dehydrogenase short chain",8.83288913416005,8.88738564529916,8.74382213510732,8.66993176085879,7.87982988359778,7.98519462236996
"ACADSB","36","acyl-CoA dehydrogenase short/branched chain",8.28700057939208,8.01555132640414,7.77555941052762,7.18753470026441,8.29890928638793,8.43847981730238
"ACADVL","37","acyl-CoA dehydrogenase very long chain",10.1967845956413,10.2007032942019,9.99828434993399,10.0103980835369,11.0922625315223,10.7128921484329
"ACAN","176","aggrecan",6.85861169252591,7.03636517520146,6.74490927405624,6.40274359604012,6.23066355136228,6.31860147878417
"ACAP2","23527","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",10.4901302166521,10.501693320488,10.2722050648926,10.7804848922868,9.87143045352514,10.1724159233453
"ACAP3","116983","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",9.83240478523201,9.22677359231388,9.71910341479672,8.77973101516912,9.29975869835786,8.4811302574527
"ACAT1","38","acetyl-CoA acetyltransferase 1",9.81897612519386,9.66152843704939,9.35960946748342,8.96296855864033,9.23305339296983,9.16257679532601
"ACAT2","39","acetyl-CoA acetyltransferase 2",11.022233720679,10.7253129839429,8.96918965300419,8.00764225554598,9.8428628366418,9.3283234060705
"ACBD3","64746","acyl-CoA binding domain containing 3",10.79456480237,10.8235693709476,10.9171143678403,11.2512202824373,10.7441398024427,11.2766138107646
"ACBD4","79777","acyl-CoA binding domain containing 4",6.74685318692536,6.88994572774286,7.29930587157464,7.48572371175325,6.9472986222482,6.8634886956287
"ACBD5","91452","acyl-CoA binding domain containing 5",10.385327738415,10.3309527307512,10.0909951902384,10.436083908821,9.21260524410041,9.33482244070676
"ACBD6","84320","acyl-CoA binding domain containing 6",7.55127620462898,7.45420559052109,7.35075297049534,7.548066119635,7.76138983779143,7.88775599320548
"ACBD7","414149","acyl-CoA binding domain containing 7",8.34765720218337,7.6736832109702,6.66138664103422,5.73856533654431,7.16666405128647,5.89364830528292
"ACCS","84680","1-aminocyclopropane-1-carboxylate synthase homolog (inactive)",6.67007380933119,6.69491226326691,7.34235948096581,7.20392392120394,6.63137965322931,6.50292047240507
"ACCSL","390110","1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like",5.51007324636757,5.91304159520024,5.745713664746,5.64159625246121,5.66528839905095,5.96938702225324
"ACD","65057","ACD shelterin complex subunit and telomerase recruitment factor",8.3506377925822,8.46457205084976,8.14338436132683,8.6727207984845,8.15281451541567,8.18494026522719
"ACE","1636","angiotensin I converting enzyme",6.59031569887713,6.64930223011167,6.7412857519783,6.71367823367743,6.56017618183199,6.49749949825818
"ACE2","59272","angiotensin converting enzyme 2",5.46934527041411,5.57648128512265,5.98556393898795,5.72617711173259,5.37517490021845,5.61017470642573
"ACER1","125981","alkaline ceramidase 1",6.79656307344374,7.02289477893346,7.21864893154821,7.03120052075299,6.67782926130642,6.57924473415274
"ACER2","340485","alkaline ceramidase 2",8.00597238162852,7.84951910460922,7.47745538009039,7.23840075644197,7.37901114528272,7.39308683805109
"ACER3","55331","alkaline ceramidase 3",9.63896738455223,9.66648690708037,9.11432747459072,8.89503732707068,9.72950057140184,9.84890999152908
"ACHE","43","acetylcholinesterase (Cartwright blood group)",7.04614850995109,7.24601821019702,7.65740206847791,7.92891396312718,7.97246319949669,8.76255193786704
"ACIN1","22985","apoptotic chromatin condensation inducer 1",9.84667584142101,9.7157125861599,9.12823459176436,9.08469617925244,9.18314938570306,9.160812689144
"ACKR1","2532","atypical chemokine receptor 1 (Duffy blood group)",6.98454918948977,6.89356572588058,6.88022765074231,6.2978653337343,8.38442513254348,8.33832600952721
"ACKR2","1238","atypical chemokine receptor 2",5.61806066262915,5.94070288711584,6.12759559397919,6.09181732058885,5.72297071340706,5.97089497350425
"ACKR3","57007","atypical chemokine receptor 3",6.47165181865895,6.06348273630606,5.93934788009245,5.61081680229883,5.26528972611101,5.26050998578113
"ACKR4","51554","atypical chemokine receptor 4",5.11412153978867,5.15476494233335,5.16533309471882,5.12123927743526,4.86259833967856,4.69171802111119
"ACLY","47","ATP citrate lyase",12.0441560725216,12.00027415765,11.636435261815,11.3207500727868,11.5014470622128,11.3391446458537
"ACMSD","130013","aminocarboxymuconate semialdehyde decarboxylase",5.28160878870604,5.31063471809946,5.42313170476966,5.5939440798836,5.23012116375351,5.25775261852759
"ACO1","48","aconitase 1",10.9696899083722,10.8594359613032,9.9213074892966,10.8942390513517,10.9125558346064,10.5513800160943
"ACO2","50","aconitase 2",11.1266178331355,11.0999295620423,10.8249168610046,10.6389926618377,11.5371032728583,11.5699216792427
"ACOD1","730249","aconitate decarboxylase 1",4.34134975157705,4.38222501339558,4.27963354899059,4.54806614050001,4.63619582775601,4.11166683394436
"ACOT1","641371","acyl-CoA thioesterase 1",8.77288100476519,8.75645106383916,9.1295091276355,8.43149516551848,8.06602099792921,8.17052196129587
"ACOT11","26027","acyl-CoA thioesterase 11",6.62686865323062,6.79353755610525,7.13633111516663,7.03865886162142,7.67886791448331,7.52768731402019
"ACOT12","134526","acyl-CoA thioesterase 12",5.26955191251187,5.58872529558671,5.4040918174541,5.62632251540357,5.30055732247261,5.29124972289538
"ACOT13","55856","acyl-CoA thioesterase 13",10.8387507152355,10.6854411871314,10.6666253699019,10.9040572313718,10.8412266449749,10.9767767030783
"ACOT2","10965","acyl-CoA thioesterase 2",10.1766044127955,9.91084853236454,9.73985347382207,8.93749187326729,8.32272791149757,8.37822523591456
"ACOT4","122970","acyl-CoA thioesterase 4",6.57013467644153,6.72715434324581,6.59435070889445,6.61550536942235,5.74957845349899,6.18753351711961
"ACOT6","641372","acyl-CoA thioesterase 6",5.86476511218292,5.70979656735032,5.77806351688855,5.83118346481436,5.64315853234307,5.65983388118755
"ACOT7","11332","acyl-CoA thioesterase 7",9.29874528083728,9.46813303605553,9.20681205988382,9.25455785261063,9.09659427999083,9.11304242920692
"ACOT8","10005","acyl-CoA thioesterase 8",8.81754746502668,8.69950466922501,8.84352718449282,9.28709735915647,9.030632632927,9.35445650228271
"ACOT9","23597","acyl-CoA thioesterase 9",10.3985907365656,10.3531752050601,9.9278526135834,10.0934945009095,9.84960551354694,10.0744223284356
"ACOX1","51","acyl-CoA oxidase 1",9.78375708182702,9.69311707715143,9.70781282472092,9.90944050583686,10.278732075983,10.2769904715182
"ACOX2","8309","acyl-CoA oxidase 2",6.28845458772931,6.40092773138325,6.26900066668576,6.30417098237207,6.73372342666076,6.88036286154908
"ACOX3","8310","acyl-CoA oxidase 3, pristanoyl",9.00427261692158,9.00553992272234,8.72935536620255,8.34556744644767,9.26594652631773,9.11676244092698
"ACOXL","55289","acyl-CoA oxidase like",5.06151518724954,5.22794384163952,5.71679850192486,5.16761563219476,5.29787347174169,4.7900336913832
"ACOXL-AS1","400997","ACOXL antisense RNA 1",5.18467680511598,5.57405641671133,5.97980950427294,5.63005116616509,5.07748495174627,5.15375175544249
"ACP1","52","acid phosphatase 1",10.9899910391435,10.9384092795615,10.7759598082265,10.8845467966964,10.781300713663,10.8733862480066
"ACP2","53","acid phosphatase 2, lysosomal",10.7396672646211,10.6496336122828,10.7093061219893,10.3875933063162,10.8985257363936,10.886185552633
"ACP3","55","acid phosphatase 3",5.52926683167992,5.79371167575034,5.64030029785144,5.92414312509419,5.81569670559279,5.53362580110218
"ACP4","93650","acid phosphatase 4",7.36566979358799,7.72455181796004,7.89228496542099,7.75941694496122,7.45305262816446,7.23276206266408
"ACP5","54","acid phosphatase 5, tartrate resistant",6.18135990883061,7.02459779539741,7.66233571155956,7.09915000342417,7.25737124412797,7.20710662289811
"ACP6","51205","acid phosphatase 6, lysophosphatidic",8.76591466154679,8.81406969529933,9.05280616902922,9.55353642639899,7.85598958250943,8.08642385536603
